,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2455,Pédagogique,pédagogie générale,masapi,,masapi,masapi,pedagogie
2461,Technique,electricité industrielle,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,elec indust
2464,Pédagogique,pédagogie générale,uvira,,uvira,uvira,pedagogie
2469,Technique,sociale,mboga,,mboga,mboga,sociale
2479,Pédagogique,pédagogie générale,lycée martyrs baganda,,martyrs baganda,kahya cibanda,pedagogie
2494,Pédagogique,pédagogie générale,lycée singa,,singa,singa,pedagogie
2496,Technique,coupe couture,lycée mwandu,,mwandu,lycée mwandu,coupe couture
2501,Pédagogique,pédagogie générale,ufamandu,,ufamandu,ufamandu,pedagogie
2503,Technique,sociale,matcha,,matcha,matcha,sociale
2507,Technique,sociale,hekima,,hekima,hekima,sociale
2525,Technique,commerciale et administrative,mgr guido maria conforti,,mgr guido maria conforti,mgr guido maria conforti,commmerciale et adm
2528,Pédagogique,pédagogie générale,cs mama onja,,mama onja,mama onja,pedagogie
2531,Pédagogique,pédagogie normale,jikaze,,jikaze,jikaze,pedagogie
2532,Pédagogique,pédagogie générale,cs lyliane,,lyliane,lyliane,pedagogie
2534,Technique,electricité industrielle,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,elec indust
2535,Scientifique,biologie chimie,lycée cirezi,,cirezi,cirezi,bio-chimie
2538,Pédagogique,pédagogie générale,mgr guido maria conforti,,mgr guido maria conforti,mgr guido maria conforti,pedagogie
2540,Littéraire,latin philo,tumaini letu,,tumaini letu,tumaini letu,latin philo
2544,Pédagogique,pédagogie générale,imara,,imara,imara,pedagogie
2547,Pédagogique,pédagogie générale,kashozi,,kashozi,kashozi,pedagogie
2552,Pédagogique,pédagogie générale,cs les vert,,les vert,les vert,pedagogie
2581,Pédagogique,pédagogie générale,cs molière,,molière,molière,pedagogie
2583,Technique,sociale,edap isp walikale,,edap isp walikale,edap isp walikale,sociale
2584,Pédagogique,pédagogie générale,cs sauvetage,,sauvetage,sauvetage,pedagogie
2588,Technique,commerciale administrative,jikaze,,jikaze,jikaze,commmerciale et adm
2590,Pédagogique,pédagogie générale,cs mlezi,,mlezi,mlezi,pedagogie
2594,Pédagogique,pédagogie générale,mgr guido maria conforti,,mgr guido maria conforti,mgr guido maria conforti,pedagogie
2599,Technique,commerciale et administrative,ecole congolaise de bujumbura,,congolaise de bujumbura,congolaise de bujumbura,commmerciale et adm
2607,Pédagogique,pédagogie générale,bibwe,,bibwe,bibwe,pedagogie
2609,Littéraire,latin-philo,itso,,itso,itso,latin philo
2618,Pédagogique,pédagogie générale,cs lumière,,lumière,lumiere,pedagogie
2623,Scientifique,mathématique physique,ibanga,,ibanga,ibanga,math-physique
2631,Technique,sociale,ruhamiro,,ruhamiro,ruhamiro,sociale
2639,Pédagogique,pédagogie générale,mululu,,mululu,mululu,pedagogie
2643,Pédagogique,pédagogie générale,wema,,wema,wema,pedagogie
2648,Technique,nutrition,saint augustin,,saint augustin,st augustin,nutr
2658,Scientifique,mathématique physique,mgr byaene,,mgr byaene,mgr byaghene,math-physique
2665,Technique,electricité industrielle,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,elec indust
2672,Technique,electricité industrielle,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,elec indust
2673,Technique,electricité générale,iti mahamba,,iti mahamba,itk mahamba,electronique générale
2677,Technique,sociale,cs katasoire,,katasoire,katasoire,sociale
2681,Pédagogique,pédagogie générale,kihinga/kirumba,,kihinga/kirumba,imaki/kirumba,pedagogie
2683,Pédagogique,pédagogie générale,tuendelye,,tuendelye,tuendelee,pedagogie
2691,Pédagogique,pédagogie générale,visogho,,visogho,visogho,pedagogie
2701,Technique,sociale,kabanda,,kabanda,kabanda,sociale
2716,Scientifique,mathématique physique,wamaza,,wamaza,wamaza,math-physique
2720,Pédagogique,pédagogie générale,mulo,,mulo,mulo,pedagogie
2721,Technique,commerciale et administrative,ahenée de butembo,,ahenée de butembo,ahenée de butembo,commmerciale et adm
2724,Scientifique,biologie chimie,tuadibishe,,tuadibishe,maadibisho,bio-chimie
2745,Scientifique,mathématique physique,wapole,,wapole,wapole,math-physique
2748,Pédagogique,pédagogie générale,tuadibishe,,tuadibishe,maadibisho,pedagogie
2757,Pédagogique,pédagogie générale,la fraternité,,la fraternité,la félicité,pedagogie
2761,Pédagogique,pédagogie générale,vihya,,vihya,vihya,pedagogie
2764,Technique,commerciale infomratique,collège bonsomi,,bonsomi,bonsomi,commerciale informatique
2765,Technique,commerciale et administrative,nzamiboko,,nzamiboko,nzamiboko,commmerciale et adm
2766,Technique,sociale,ct beni,,ct beni,de beni,sociale
2771,Littéraire,latin philo,lycée sacre coeur,,sacre coeur,la releve,latin philo
2774,Scientifique,biologie chimie,gs tumba,,gs tumba,gs tumba,bio-chimie
2794,Pédagogique,pédagogie générale,tujenge,,tujenge,tujenge,pedagogie
2800,Pédagogique,pédagogie générale,muungano,,muungano,muungano,pedagogie
2807,Technique,commerciale administrative,edap/isp bkv,,edap/isp bkv,edap isp bkv,commmerciale et adm
2808,Pédagogique,pédagogie générale,magherya,,magherya,magherya,pedagogie
2814,Pédagogique,pédagogie générale,la releve,,la releve,la releve,pedagogie
2818,Scientifique,biologie chimie,makyase,publique,makyase,makyase,bio-chimie
2824,Technique,commerciale administrative,saint raphael,,saint raphael,saint raphael,commmerciale et adm
2825,Technique,commerciale administrative,lycée notre dame de la jeunesse,,notre dame de la jeunesse,notre dame de la jeunesse,commmerciale et adm
2827,Littéraire,latin philo,lumumba,,lumumba,lumumba,latin philo
2828,Pédagogique,pédagogie générale,bigilimani,,bigilimani,bigilimani,pedagogie
2832,Technique,sociale,mboga,,mboga,mboga,sociale
2836,Scientifique,biologie-chimie,edap/isp bkv,,edap/isp bkv,edap isp bkv,bio-chimie
2844,Scientifique,mathématique physique,edap isp/bkv,,edap isp/bkv,edap isp bkv,math-physique
2850,Scientifique,mathématique physique,lycée révérend kim,,révérend kim,révérend samba,math-physique
2852,Pédagogique,pédagogie générale,baraka,,baraka,baraka,pedagogie
2853,Scientifique,biologie chimie,edap isp/bkv,,edap isp/bkv,edap isp bkv,bio-chimie
2855,Scientifique,bioligie-chimie,malula,,malula,malula,bio-chimie
2870,Technique,sociale,kabale,,kabale,kabale,sociale
2891,Technique,commerciale et administrative,jikaze,,jikaze,jikaze,commmerciale et adm
2899,Pédagogique,pédagogie générale,ruvunda,,ruvunda,ruvunda,pedagogie
2916,Scientifique,biologie-chimie,lwanga,,lwanga,lwanga,bio-chimie
2919,Technique,nutrition,kabalaka,,kabalaka,kabalaka,nutr
2937,Technique,sociale,tusome,,tusome,tusome,sociale
2945,Technique,commerciale et administrative,edap/upn,,edap/upn,edap/upn,commmerciale et adm
2952,Technique,sociale,mululu,,mululu,mululu,sociale
2962,Scientifique,biologie chimie,lwanga,,lwanga,lwanga,bio-chimie
2967,Technique,sociale,patemo,,patemo,patemo,sociale
2980,Scientifique,mathématique physique,jikaze,,jikaze,jikaze,math-physique
2986,Technique,sociale,institut technique de l’Étude sociale,,technique de l’Étude sociale,technique de l’Étude sociale,sociale
2992,Technique,sociale,it bugabo,,it bugabo,it bugabo,sociale
2997,Pédagogique,pédagogie générale,imani panzi,,imani panzi,imani panzi,pedagogie
2999,Technique,sociale,mont sionii,,mont sionii,mont sionii,sociale
3002,Pédagogique,pédagogie générale,kilambo,,kilambo,kilambo,pedagogie
3003,Technique,sociale,ct de beni,,ct de beni,de beni,sociale
3007,Pédagogique,pédagogie générale,isingo,,isingo,isingo,pedagogie
3018,Technique,sociale,rutoboko,,rutoboko,rutoboko,sociale
3021,Technique,sociale,kibabi/rubaya,,kibabi/rubaya,imaki/kirumba,sociale
3027,Technique,sociale,rutoboko,,rutoboko,rutoboko,sociale
3033,Technique,commerciale et administrativeinformatique,lycée sainte germaine,,sainte germaine,sainte famille,commmerciale et adm
3035,Technique,commerciale et administrative,msaada,,msaada,msaada,commmerciale et adm
3042,Technique,sociale,gs la réponse,,gs la réponse,gs la promise,sociale
3052,Pédagogique,pédagogie générale,rijumba,,rijumba,rijumba,pedagogie
3060,Générale,economie,carmel,,carmel,carmel,economie
3066,Pédagogique,pédagogie générale,tujenge,,tujenge,tujenge,pedagogie
3068,Pédagogique,pédagogie générale,weza2,,weza2,weza2,pedagogie
3073,Pédagogique,pédagogie générale,kahelele,,kahelele,la releve,pedagogie
3075,Pédagogique,pédagogie générale,lyliane,,lyliane,lyliane,pedagogie
3077,Scientifique,biologie chimie,tuadibishe,,tuadibishe,maadibisho,bio-chimie
3078,Pédagogique,pédagogie générale,lwanga,,lwanga,lwanga,pedagogie
3079,Technique,agricole,petits génies,,petits génies,petits génies,agricole
3091,Scientifique,mathématique physique,bungulu beni,,bungulu beni,bungulu beni,math-physique
3109,Technique,sociale,saint augustin,,saint augustin,st augustin,sociale
3118,Technique,sociale,kausa,,kausa,kausa,sociale
3119,Pédagogique,pédagogie générale,kausa,,kausa,kausa,pedagogie
3122,Scientifique,biologie chimie,cs lumière,,lumière,lumiere,bio-chimie
3123,Pédagogique,pédagogie générale,hekima,,hekima,hekima,pedagogie
3125,Littéraire,latin philosophie,cs les petis anges,,les petis anges,les petits génies,latin philo
3142,Technique,sociale,maendeleo de oicha,,maendeleo de oicha,maendeleo de oicha,sociale
3156,Technique,electricité industrielle,mahamba,,mahamba,mahamba,elec indust
3160,Technique,sociale,beni,,beni,de beni,sociale
3161,Littéraire,latin philisophie,nyantende,,nyantende,nyantende,latin philo
3177,Technique,electricité industrielle,mahamba,,mahamba,mahamba,elec indust
3191,Pédagogique,pédagogie générale,ibanga 2,,ibanga 2,ibanga 2,pedagogie
3196,Technique,commerciale et administrative,cs réference,,réference,la releve,commmerciale et adm
3200,Scientifique,electricité générale,beni,,beni,de beni,electronique générale
3209,Scientifique,math physique,ecole de récupération de la gombe,,de récupération de la gombe,de récupération de la gombe,math-physique
3210,Pédagogique,pédagogie générale,cs maadibisho,,maadibisho,maadibisho,pedagogie
3222,Technique,commerciale et administrative,mikeno officiel,,mikeno officiel,mikeno isl,commmerciale et adm
3223,technique,sociale,institut de beni,,de beni,de beni,sociale
3228,Pédagogie,pédagogie générale,complexe scolaire la relève,,complexe scolaire la relève,complex scolaire la veronique,pedagogie
3233,Pedagogie,pédagogie générale,complexe scolaire asteria urafiki,,complexe scolaire asteria urafiki,complexe scolaire asteria urafiki,pedagogie
3246,Technique,electricité générale,it kanyabayonga,,it kanyabayonga,kanyabayonga,electronique générale
3256,Littéraire,latin philosophie,cs petits anges,,petits anges,petits génies,latin philo
3259,Pédagogique,pédagogie générale,institut kasika,,kasika,kasika,pedagogie
3262,Pédagogique,pédagogie générale,bambu,,bambu,bambu,pedagogie
3265,Scientifique,biologie chimie,kaumo,,kaumo,kaumo,bio-chimie
3266,Technique,sociale,complexe scolaire juhudi,,complexe scolaire juhudi,complexe scolaire mulezi,sociale
3268,Pédagogique,pédagogie générale,complexe scolaire mulezi,,complexe scolaire mulezi,complexe scolaire mulezi,pedagogie
3271,Pédagogique,pédagogie générale,institut uaminifu,,uaminifu,uaminifu,pedagogie
3281,Technique,sociale,institut mululu,,mululu,mululu,sociale
3290,Pedagogique,pedagogie générale,institut ifendula,,ifendula,ifendula,pedagogie
3291,Pedagogique,pedagogie générale,complexe scolaire tisiesi,,complexe scolaire tisiesi,complexe scolaire mulezi,pedagogie
3292,Technique,sociale,it bugabo,,it bugabo,it bugabo,sociale
3297,Technique,sociale,complexe scolaire nova stella,,complexe scolaire nova stella,complexe scolaire nova stella,sociale
3303,Pédagogique,pédagogie générale,nduba,,nduba,nduba,pedagogie
3316,Pedagogique,pedagogie générale,complex scolaire la veronique,,complex scolaire la veronique,complex scolaire la veronique,pedagogie
3317,Pedagogique,pedagogie générale,edap kasuku,,edap kasuku,edap/kasuku,pedagogie
3320,Technique,electricité industrielle,institut mahamba,,mahamba,mahamba,elec indust
3323,Pédagogique,pédagogie générale,mulengele,,mulengele,tuendelee,pedagogie
3326,Scientifique,math physique,institut imani panzi,,imani panzi,imani panzi,math-physique
3329,Pedagogique,pedagogie générale,institut muku,,muku,muku,pedagogie
3337,pPédagogique,pédagogie générale,katudwe,,katudwe,katudwe,pedagogie
3351,Pédagogique,pédagogie générale,mehe,,mehe,mehe,pedagogie
3366,Technique,commerciale et administrative,instituti ndosho,,instituti ndosho,instituti ndosho,commmerciale et adm
3369,Pédagogique,pédagogie générale,zako,,zako,zako,pedagogie
3372,Pédagogique,pédagogie générale,institut  bikuba,,bikuba,bikuba,pedagogie
3379,Technique,commerciale et administrative,auzi,,auzi,auzi,commmerciale et adm
3382,Pédagogique,pédagogie générale,cs lembelembe,,lembelembe,la releve,pedagogie
3396,Technique,sociale,mwanda,,mwanda,mwanda,sociale
3400,Technique,sociale,gs la réponse,,gs la réponse,gs la promise,sociale
3402,Pédagogique,pédagogie générale,gs la réponse,,gs la réponse,gs la promise,pedagogie
3411,Pédagogique,pédagogie générale,salamu,,salamu,salamu,pedagogie
3413,Technique,sociale,rutoboko,,rutoboko,rutoboko,sociale
3420,Scientifique,biologie chimie,lycée mwendu,,mwendu,mwendu,bio-chimie
3422,Technique,sociale,mont sion ii,,mont sion ii,mont sionii,sociale
3423,Technique,commerciale et administrative,du lac,,du lac,du lac,commmerciale et adm
3428,Scientifique,biologie chimie,mama mwilu,,mama mwilu,mama mwilu,bio-chimie
3431,Pédagogique,pédagogie générale,katwa,,katwa,i katwa,pedagogie
3433,Technique,sociale,mont sion ii,,mont sion ii,mont sionii,sociale
3438,Pédagogique,pédagogie générale,mutsoperwa,,mutsoperwa,mutsoperwa,pedagogie
3442,Pédagogique,pédagogie générale,laudjo,,laudjo,laudjo,pedagogie
3453,Pédagogique,pédagogie générale,visogho,,visogho,visogho,pedagogie
3459,Technique,commerciale et administrative,edap/kasuku,,edap/kasuku,edap/kasuku,commmerciale et adm
3471,Technique,sociale,lwanga,,lwanga,lwanga,sociale
3474,Technique,sociale,lwanga,,lwanga,lwanga,sociale
3476,Technique,sociale,lwanga,,lwanga,lwanga,sociale
3486,Technique,sociale,macha,,macha,macha,sociale
3493,Pédagogique,pédagogie générale,mama sarah,,mama sarah,mama sarah,pedagogie
3495,Pédagogique,pédagogie générale,tuendeleya,,tuendeleya,tuendelee,pedagogie
3500,Technique,vétérinaire,itsu,,itsu,itsu,vétérinaire
3503,Scientifique,biologie-chimie,lycée mwandu,,mwandu,lycée mwandu,bio-chimie
3504,Technique,commerciale informatique,bethanie,,bethanie,bethanie,commerciale informatique
3507,Pédagogique,pédagogie générale,cs maman sphie,,maman sphie,maman sphie,pedagogie
3508,Scientifique,biologie-chimie,wapole,,wapole,wapole,bio-chimie
3512,Scientifique,biologie chimie,edap/isp bukavu,publique,edap/isp bukavu,edap/isp bukavu,bio-chimie
3513,Pédagogique,pédagogie générale,burhuza,,burhuza,burhuza,pedagogie
3515,Pédagogique,pédagogie générale,bwindi,,bwindi,bwindi,pedagogie
3516,Technique,sociale,edap/kalima,,edap/kalima,edap/kasuku,sociale
3524,Scientifique,biologie-chimie,lycée mwandu,,mwandu,lycée mwandu,bio-chimie
3528,Pédagogique,pédagogie générale,tuadibishe,,tuadibishe,maadibisho,pedagogie
3529,Scientifique,mathématique physique,edap/isp/bukavu,publique,edap/isp/bukavu,edap/isp bukavu,math-physique
3534,Scientifique,mathématique physique,burhiba,,burhiba,burhiba,math-physique
3540,Littéraire,latin philisophie,bokoro,,bokoro,bokoro,latin philo
3548,Pédagogique,pédagogie générale,wema,,wema,wema,pedagogie
3551,Technique,sociale,nsindo,,nsindo,nsindo,sociale
3556,Technique,nutrition,cs les petits génies,,les petits génies,les petits génies,nutr
3558,Technique,construction,oicha,,oicha,oicha,construction
3569,Pédagogique,pédagogie générale,kasheke,,kasheke,kasheke,pedagogie
3576,Technique,sociale,nidunga,,nidunga,nidunga,sociale
3577,Scientifique,biologie-chimie,lwanga,,lwanga,lwanga,bio-chimie
3591,Technique,sociale,lwanga,,lwanga,lwanga,sociale
3599,Pédagogique,pédagogie générale,masiki,,masiki,masiki,pedagogie
3604,Technique,sociale,complexe scolaire de l'unité,,complexe scolaire de l'unité,complexe scolaire de l'unité,sociale
3606,Pedagogique,pédagogie générale,ebi institut,,ebi,ebi,pedagogie
3608,Litteraire,latin philosophie,institut avenir de beni,,avenir de beni,de beni,latin philo
3613,Technique,commerciale et administrative,ngaliema,,ngaliema,itc ngaliema,commmerciale et adm
3617,Scientifique,biologie chimie,gscc,,gscc,gscc,bio-chimie
3624,Pédagogique,pédagogie générale,kasheke,,kasheke,kasheke,pedagogie
3627,Technique,vétérinaire,bwindi,,bwindi,bwindi,vétérinaire
3629,Pédagogique,pédagogie générale,mwanzo,,mwanzo,mwanzo,pedagogie
3630,Pédagogique,pédagogie générale,kabolwa,,kabolwa,kabolwa,pedagogie
3633,Scientifique,mathématique physique,edap/isp bkv,,edap/isp bkv,edap isp bkv,math-physique
3635,Technique,electricité générale,iti mahamba,,iti mahamba,itk mahamba,electronique générale
3636,Technique,sociale,mont sion ii,,mont sion ii,mont sionii,sociale
3639,Technique,sociale,mont sion ii,,mont sion ii,mont sionii,sociale
3651,Technique,commerciale et administration,cs conglais (au burundi),,conglais (au burundi),conglais (au burundi),commmerciale et adm
3658,Pédagogique,pédagogie générale,camp fac,,camp fac,camp fac,pedagogie
3659,Pédagogique,pédagogie générale,kamole,,kamole,kamole,pedagogie
3661,Pédagogique,pédagogie générale,mambo,,mambo,mambo,pedagogie
3665,Technique,commerciale et dministrative,katwa,,katwa,i katwa,commmerciale et adm
3669,Pédagogique,pédagogie générale,tuzo,,tuzo,tuzo,pedagogie
3673,Pédagogique,pédagogie générale,kayadja,,kayadja,kayadja,pedagogie
3674,Scientifique,mathématique physique,edap/isp-bukavu,publique,edap/isp-bukavu,edap/isp bukavu,math-physique
3680,Littéraire,latin philosophie,z,,z,z,latin philo
3686,Pédagogique,pédagogie générale,elise,,elise,elise,pedagogie
3690,Littéraire,latin philosophie,kantundwe,,kantundwe,kantundwe,latin philo
3695,Technique,commerciale et administrative,jjardin de fleurs,,jjardin de fleurs,jjardin de fleurs,commmerciale et adm
3703,Littéraire,latin philosophie,lycée mwandu,,mwandu,lycée mwandu,latin philo
3705,Pédagogique,pédagogie générale,mabalako,,mabalako,mabalako,pedagogie
3706,Technique,commerciale et administrative,lycée chemchem ya uzima,,chemchem ya uzima,chemchem ya uzima,commmerciale et adm
3716,Pédagogique,pédagogie générale,augustino,,augustino,st augustin,pedagogie
3728,Pédagogique,pédagogie générale,source du savoir,,source du savoir,source du savoir,pedagogie
3733,Pédagogique,pédagogie générale,lwanga,,lwanga,lwanga,pedagogie
3741,Littéraire,latin philosophie,visogho,,visogho,visogho,latin philo
3744,Technique,sociale,hekima,,hekima,hekima,sociale
3757,Technique,sociale,kanzulinzuli,,kanzulinzuli,kanzulinzuli,sociale
3759,Technique,electricité générale,tsololo,,tsololo,tsololo,electronique générale
3762,Technique,commerciale et administrative,mikeno officiel,,mikeno officiel,mikeno isl,commmerciale et adm
3766,Pédagogique,pédagogie générale,cs mapendo/ngese,,mapendo/ngese,mapendo/ngese,pedagogie
3771,Pédagogique,pédagogie générale,lycéé anuarité,,lycéé anuarité,lycéé anuarité,pedagogie
3781,Technique,sociale,hekima,,hekima,hekima,sociale
3788,Littéraire,latin-philosophie,kirumba,,kirumba,kirumba,latin philo
3792,Pédagogique,pédagogie générale,mandayi,,mandayi,mandayi,pedagogie
3795,Scientifique,mathématique physique,oicha,,oicha,oicha,math-physique
3800,Pédagogique,pédagogie générale,isn ngaliema,,isn ngaliema,itc ngaliema,pedagogie
3803,Technique,sociale,mwangaza,,mwangaza,mwangaza,sociale
3804,Pédagogique,pédagogie générale,mehe,,mehe,mehe,pedagogie
3812,Pédagogique,pédagogie générale,kaya cibanda,,kaya cibanda,kahya cibanda,pedagogie
3815,Scientifique,mathématique physique,edap/isp buta,publique,edap/isp buta,edap/isp bukavu,math-physique
3817,Scientifique,mathématique physique,ovoa,,ovoa,ovoa,math-physique
3819,Sciences Infirmères,hospitalière,itm mweso,,itm mweso,itm kizito,hospitalière
