,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
4288,TECHNIQUE,sociale,institut mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
1230,PED,pg,totoro,protestant,totoro,totoro,pedagogie
1444,PED,pg,totoro,protestant,totoro,totoro,pedagogie
1475,PEDAGOGIEQUE,peda generale,institut totoro,protestant,totoro,totoro,pedagogie
1908,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2060,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2219,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2325,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2518,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2589,Technique,commerciale et administrative,totoro,protestant,totoro,totoro,commmerciale et adm
2651,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2711,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2987,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3443,Littéraire,latin philosophie,totoro,protestant,totoro,totoro,latin philo
3564,Technique,sociale,totoro,protestant,totoro,totoro,sociale
3622,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3631,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3745,Technique,sociale,totoro,protestant,totoro,totoro,sociale
3884,TECHNIQUE,sociale,totoro,protestant,totoro,totoro,sociale
4271,PEDAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
4276,TECHNIQUE,sociale,institut totoro,protestant,totoro,totoro,sociale
4468,PEGAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
2323,Pédagogique,pédagogie générale,savana,privé,savana,savana,pedagogie
3833,Littéraire,latin-philosophie,savana,privé,savana,savana,latin philo
4083,SCIENTIFIQUE,bio chimie,cs  savana,privé,savana,savana,bio-chimie
63,SCIENTIFIQUE,bio chimie,inst isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
71,SCIENTIFIQUE,bio chimie,inst isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
72,SCIENTIFIQUE,bio chimie,i bakanja,catholique,bakanja,bakadja,bio-chimie
83,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
114,PEDAGOGIEQUE,peda generale,i isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
135,PED,pg,i isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
146,TECHN,ca,i bakanja,catholique,bakanja,bakadja,commmerciale et adm
165,PEDAGOGIEQUE,pg,i isidore bakanje,catholique,isidore bakanje,bakadja,pedagogie
170,TECHNI,sociale,inst bakanja,catholique,bakanja,bakadja,sociale
185,PEDAGOGIEQUE,peda generale,inst bakanja,catholique,bakanja,bakadja,pedagogie
248,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
274,TECH,ca,inst isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
277,TECH,ca,inst isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
278,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
279,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
302,PED,pg,bakanja,catholique,bakanja,bakadja,pedagogie
338,TECH,ca,inst isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
357,TECH,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
384,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
391,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
394,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
398,TEC,ca,inst isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
406,TECH,ca,i bakanja,catholique,bakanja,bakadja,commmerciale et adm
411,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
482,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
486,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
489,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
538,PED,pg,bakanja,catholique,bakanja,bakadja,pedagogie
644,PED,pg,bakanja,catholique,bakanja,bakadja,pedagogie
709,TE,ca,bakandja,catholique,bakandja,bakadja,commmerciale et adm
731,PED,pg,bakandja,catholique,bakandja,bakadja,pedagogie
744,TEC,ca,isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
765,SC,bc,isidore bakandja,catholique,isidore bakandja,bakadja,bio-chimie
804,TEC,ca,isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
812,TEC,ca,isodre bakandja,catholique,isodre bakandja,bakadja,commmerciale et adm
889,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
901,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
962,PED,pg,bakandja,catholique,bakandja,bakadja,pedagogie
964,SC,bc,bakadja,catholique,bakadja,bakadja,bio-chimie
968,SC,bc,bakandja,catholique,bakandja,bakadja,bio-chimie
1030,TEC,ca,isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
1031,TEC,ca,isidore bakandja,catholique,isidore bakandja,bakadja,commmerciale et adm
1164,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
1176,SC,bc,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
1183,SC,bc,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
1212,TEC,ca,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1234,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
1242,TEC,ca,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1245,TEC,ca,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1251,SC,bc,isidor bakandja,catholique,isidor bakandja,bakadja,bio-chimie
1265,PED,pg,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
1317,PED,pg,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
1345,Pédagogique,pégagogie générale,iidore bakanja,catholique,iidore bakanja,bakadja,pedagogie
1356,SC,bc,bakanja,catholique,bakanja,bakadja,bio-chimie
1390,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
1411,TEC,ca,bakanja,catholique,bakanja,bakadja,commmerciale et adm
1555,PEDAGOGIE,pedagogie generale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
1569,TECHNIQUE,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1675,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1701,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
1727,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1754,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1758,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1782,PEDAGOGIE,pedagogie generale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
1818,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
1868,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2104,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2127,Pédagogique,pédagogie générale,bakandja,catholique,bakandja,bakadja,pedagogie
2135,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2141,Scientifique,biologie chimie,isidore bakandja,catholique,isidore bakandja,bakadja,bio-chimie
2258,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2259,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2260,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2297,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2317,Scientifique,biologie chimie,bakandja,catholique,bakandja,bakadja,bio-chimie
2343,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2434,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2436,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2437,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2497,Technique,commerciale administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2553,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2561,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2578,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
2586,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2632,Pédagogique,pégogigie générale,isidore bakandja,catholique,isidore bakandja,bakadja,pedagogie
2654,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2660,Technique,sociale,isidore bakanja,catholique,isidore bakanja,bakadja,sociale
2694,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2695,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2717,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2755,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2756,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2823,Pédagogique,pédagogie générale,isidore bakandja,catholique,isidore bakandja,bakadja,pedagogie
2830,Pédagogique,pedagogie générale,isidora bakanja,catholique,isidora bakanja,bakadja,pedagogie
2835,Pédagogique,pédagogie générale,isidore bakandja,catholique,isidore bakandja,bakadja,pedagogie
2892,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
2922,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
2989,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3020,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3096,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3111,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3117,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3128,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3129,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3132,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3149,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3162,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3229,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3235,Technique,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3239,Technique,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3307,Scientifique,biologie chimie,institut isidore,catholique,isidore,bakadja,bio-chimie
3309,Technique,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3356,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3361,s=Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3407,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3415,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3462,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3473,Pédagogique,pédagogie générale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3477,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3554,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3758,Scientifique,biologie-chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3776,Technique,commerciale et administrative,isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
3822,Scientifique,biologie chimie,isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3850,Pédagogique,pédagogie générale,bakandja,catholique,bakandja,bakadja,pedagogie
3857,PEDAGOGIE,pedagogie generale,isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
3894,SCIENTIFIQUE,bio chimie,intitut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3901,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3921,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3930,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3940,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
3963,COMMERCIALE,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4048,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4061,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4068,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4085,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4164,COMMERCIALE,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4165,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4166,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4206,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4213,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4239,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4281,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4295,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4386,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4471,COMMERCIALE,commerciale administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4488,PEGAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4552,PEDAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4580,PEDAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4602,PEDAGOGIE,pedagogie generale,institut isidore bakanja,publique,isidore bakanja,bakadja,pedagogie
4666,COMMERCIALE,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4707,SCIENTIFIQUE,bio chimie,institut isidore bankaja,catholique,isidore bankaja,bakadja,bio-chimie
2266,Technique,commerciale et administrative,virunga,privé,virunga,virunga,commmerciale et adm
2592,Pédagogique,pédagogie générale,cs virunga,privé,virunga,virunga,pedagogie
4270,PEDAGOGIE,pedagogie generale,cs virunga,privé,virunga,virunga,pedagogie
2161,Scientifique,biologie chimie,de la gombe,catholique,de la gombe,bemba gombo,bio-chimie
2241,Technique,sociale,bmba gombo,catholique,bmba gombo,bemba gombo,sociale
2398,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
2929,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3285,Technique,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3390,Scientifique,biologie chimie,mbumba moaso,catholique,mbumba moaso,bemba gombo,bio-chimie
3688,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3895,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4211,TECHNIQUE,sociale,intitut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4251,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4482,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4615,TECHNIQUE,nutrition,institut bemba gombo,catholique,bemba gombo,bemba gombo,nutr
649,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
839,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
868,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1255,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1275,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1612,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2101,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2115,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2116,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
2410,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2492,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2580,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
2642,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3080,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3081,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3099,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
3194,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
3252,Pédagogique,pédagogie générale,institut sayuni,protestant,sayuni,sayuni,pedagogie
3561,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3699,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
4217,TECHNIQUE,sociale,institut sayuni,protestant,sayuni,sayuni,sociale
4265,TECHNIQUE,nutrition,institut sayuni,protestant,sayuni,sayuni,nutr
4548,TECHNIQUE,sociale,institut sayuni,publique,sayuni,sayuni,sociale
4632,PEDAGOGIE,pedagogie generale,institut sayuni,publique,sayuni,sayuni,pedagogie
1500,Technique,commerciale et administrative,kalimabenge,privé,kalimabenge,kalimabenge,commmerciale et adm
4685,TECHNIQUE,sociale,institut kalimabenge,privé,kalimabenge,kalimabenge,sociale
473,PED,pg,de bagira,publique,de bagira,de bagira,pedagogie
633,PED,pg,de bagira,publique,de bagira,de bagira,pedagogie
4691,PEDAGOGIE,pedagogie generale,institut de bagira,publique,de bagira,de bagira,pedagogie
86,PED,pg,amani,catholique,amani,amani,pedagogie
118,SCIENTIFIQUE,biochimie,lycee amani,catholique,amani,amani,bio-chimie
144,SC,bc,l amani,catholique,l amani,amani,bio-chimie
145,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
147,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
155,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
169,SCIENTIFIQUE,b,lycee amani,catholique,amani,amani,batiment
264,SC,bc,l amani,catholique,l amani,amani,bio-chimie
328,SC,bc,l amani,catholique,l amani,amani,bio-chimie
574,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
578,SC,bc,l amani,catholique,l amani,amani,bio-chimie
591,PED,pg,amani,catholique,amani,amani,pedagogie
674,SC,bc,amani,catholique,amani,amani,bio-chimie
708,SC,bc,l amani,catholique,l amani,amani,bio-chimie
717,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
870,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
946,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
994,SC,bc,amani,catholique,amani,amani,bio-chimie
1064,SC,bc,amani,catholique,amani,amani,bio-chimie
1068,SC,bc,l amani,catholique,l amani,amani,bio-chimie
1196,SC,bc,amani,catholique,amani,amani,bio-chimie
1210,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
1241,SC,bc,amani,catholique,amani,amani,bio-chimie
1327,SCIENTIFIQUE,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
1331,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
1365,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
1394,SC,bc,amani,catholique,amani,amani,bio-chimie
1401,SC,bc,amani,catholique,amani,amani,bio-chimie
1405,SC,bc,amani,catholique,amani,amani,bio-chimie
1417,SC,bc,amani,catholique,amani,amani,bio-chimie
1432,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
1633,SCIENTIFIQUE,bio-chimie,amani,catholique,amani,amani,bio-chimie
1673,SCIENTIFIQUE,bio-chimie,lycee amani,catholique,amani,amani,bio-chimie
1682,Scientifique,biologie-chimie,lycee amani,catholique,amani,amani,bio-chimie
1715,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1733,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1826,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1827,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1853,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1964,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
2014,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2105,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2633,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2634,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2878,Scientifique,bioligie-chimie,lycée amani,catholique,amani,amani,bio-chimie
2927,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3087,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3090,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3106,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3108,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3195,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3274,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3355,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3409,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3583,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3592,Pédagogique,pédagogie générale,amani,catholique,amani,amani,pedagogie
3598,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3876,Scientifique,chimie biologie,lycée amani,catholique,amani,amani,bio-chimie
3878,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
3880,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
3882,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3898,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4040,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4104,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4210,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4230,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4244,PEDAGOGIE,pedagogie generale,institut amani,protestant,amani,amani,pedagogie
4329,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4592,PEDAGOGIE,pedagogie generale,institut amani,musulman,amani,amani,pedagogie
417,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
490,LIT,lp,kasali,publique,kasali,kasali,latin philo
630,PEDAGOGIEQUE,pedagerale,kasali,publique,kasali,kasali,pedagogie
695,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
730,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
973,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
1222,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
1494,Pédagogique,pédagogie générale,kasali,publique,kasali,kasali,pedagogie
2542,Technique,commerciale et administrative,kasali,publique,kasali,kasali,commmerciale et adm
2801,Littéraire,latin philo,kasali,publique,kasali,kasali,latin philo
3048,Pédagogique,pédagogie générale,kasali,publique,kasali,kasali,pedagogie
3185,Technique,commerciale et administrative,kasali,publique,kasali,kasali,commmerciale et adm
4460,PEGAGOGIE,pedagogie generale,institut kasali,publique,kasali,kasali,pedagogie
22,LITT,lp,institut de bukavu,publique,de bukavu,de bukavu,latin philo
555,LIT,lp,de bukavu,publique,de bukavu,de bukavu,latin philo
1269,SCIENTIFIQUE,bio chimie,de bukavu,publique,de bukavu,de bukavu,bio-chimie
1526,PED,pg,de bukavu,publique,de bukavu,de bukavu,pedagogie
1587,LITERRAIRE,latin philo,bukavu,publique,bukavu,de bukavu,latin philo
1636,Pédagogique,pédagogie générale,des bukavu,publique,des bukavu,de bukavu,pedagogie
2334,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
2423,Technique,informatique,institut de bukavu,publique,de bukavu,de bukavu,commerciale informatique
2719,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
2829,Scientifique,biologie-chimie,bukavu,publique,bukavu,de bukavu,bio-chimie
3058,Scientifique,biologie chimie,bukavu,publique,bukavu,de bukavu,bio-chimie
3135,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
3410,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
3855,Littéraire,latin-philosophie,bukavu,publique,bukavu,de bukavu,latin philo
4524,LITTERAIRE,latin philo,institut de bukavu,privé,de bukavu,de bukavu,latin philo
4640,PEDAGOGIE,pedagogie generale,institut de bukavu,publique,de bukavu,de bukavu,pedagogie
1559,SCIENTIFIQUE,bio-chimie,weza,catholique,weza,weza,bio-chimie
1688,SCIENTIFIQUE,bio-chimie,weza,catholique,weza,weza,bio-chimie
1828,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
2956,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
3783,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
4205,SCIENTIFIQUE,bio chimie,institut weza,catholique,weza,weza,bio-chimie
28,SCIENTIFIQUE,bio chimie,institut kyeshero,protestant,kyeshero,kyeshero,bio-chimie
314,MECANIQUE,mecanique generale,kyeshero,protestant,kyeshero,kyeshero,mec gene
346,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
353,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
383,MEC,mec gen,kyeshero,protestant,kyeshero,kyeshero,mec gene
