,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
3250,3731,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,52.0,43,67.7333348592,G,G,3.0,A
3253,4493,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,H,56.0,28,57.0999984741,G,A,1.0,G
3256,6916,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,59.0,26,59.0,G,G,1.0,G
3262,7356,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,72.0,26,63.7333323161,G,G,3.0,G
3263,7387,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,56.0,26,60.1999994914,G,G,3.0,G
3264,7417,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,75.0,27,58.5333340963,G,G,3.0,G
3269,8352,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,F,52.0,22,58.8999996185,G,G,2.0,G
3275,9697,catholique,anuarite,bio-chimie,FSDC,ORIENTALE,F,53.0,27,62.1999994914,G,G,3.0,G
3291,11829,catholique,anuarite,pedagogie,FSDC,NORD-KIVU,H,51.0,22,64.8000030518,G,G,1.0,A
3296,7412,catholique,kilimani,pedagogie,FSDC,NORD-KIVU,H,58.0,23,63.4000002543,G,G,3.0,G
3299,12209,catholique,kilimani,pedagogie,FSDC,NORD-KIVU,F,52.0,21,58.4000015259,G,G,1.0,G
3300,10845,protestant,mandai,sociale,FSDC,NORD-KIVU,H,54.0,24,40.0,G,A,1.0,G
3304,6589,privé,la fontaine,sociale,FSDC,NORD-KIVU,F,50.0,29,51.0,G,D,2.0,D
3309,8376,privé,la fontaine,latin philo,FSDC,SUD-KIVU,F,56.0,24,60.6000010173,G,G,3.0,C
3310,8503,privé,la fontaine,bio-chimie,FSDC,NORD-KIVU,H,56.0,24,63.8000005086,G,G,3.0,G
3320,11131,privé,la fontaine,bio-chimie,FSDC,NORD-KIVU,F,57.0,24,61.6499996185,G,G,2.0,G
3325,8879,privé,tupendane fec,sociale,FSDC,NORD-KIVU,H,55.0,24,62.8666661581,G,G,3.0,G
3328,12018,privé,tupendane fec,sociale,FSDC,NORD-KIVU,F,51.0,21,51.5999984741,G,A,1.0,G
3330,11620,protestant,amina,pedagogie,FSDC,NORD-KIVU,F,61.0,21,59.0,G,G,1.0,G
3339,8125,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,F,62.0,22,63.8333333333,G,G,3.0,E
3340,8142,autodidacte,autodidacte,sociale,FSDC,NORD-KIVU,H,57.0,27,53.6999994914,G,E,3.0,G
3343,8464,autodidacte,autodidacte,bio-chimie,FSDC,SUD-KIVU,H,58.0,29,44.0,G,A,1.0,G
3344,8562,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,F,57.0,26,57.3000005086,G,E,3.0,G
3347,8575,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,F,65.0,24,65.2999992371,G,G,4.0,A
3348,8644,autodidacte,autodidacte,pedagogie,FSDC,SUD-KIVU,H,72.0,24,60.3666674296,G,G,3.0,G
3352,8812,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,F,50.0,22,62.8666674296,G,G,3.0,G
3357,9269,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,F,63.0,25,42.0,G,A,1.0,G
3362,9501,autodidacte,autodidacte,pedagogie,FSDC,NORD-KIVU,H,55.0,26,52.7999992371,G,A,1.0,G
3383,7359,privé,icl,bio-chimie,FSDC,NORD-KIVU,H,57.0,27,59.6666679382,G,G,3.0,G
3384,7437,privé,icl,pedagogie,FSDC,NORD-KIVU,F,51.0,25,55.5,G,E,3.0,G
3390,8721,privé,icl,bio-chimie,FSDC,NORD-KIVU,F,52.0,23,59.9499998093,G,F,4.0,F
3394,9567,privé,icl,pedagogie,FSDC,NORD-KIVU,F,50.0,23,59.3000005086,G,G,3.0,G
3396,9832,privé,icl,sociale,FSDC,NORD-KIVU,H,52.0,23,61.5499992371,G,G,2.0,D
3408,4129,catholique,pain de vie,pedagogie,FSDC,NORD-KIVU,F,50.0,30,44.0,G,A,1.0,G
3415,9894,catholique,pain de vie,pedagogie,FSDC,NORD-KIVU,H,51.0,24,64.4500007629,G,G,2.0,A
3416,10091,catholique,pain de vie,vétérinaire,FSDC,NORD-KIVU,H,56.0,22,62.8499984741,G,G,2.0,D
3419,4823,catholique,saint michel,latin philo,FSDC,NORD-KIVU,F,51.0,27,52.7000007629,G,D,2.0,G
3420,7764,catholique,saint michel,nutr,FSDC,NORD-KIVU,F,54.0,26,57.8333333333,G,E,3.0,G
3421,8419,catholique,saint michel,nutr,FSDC,NORD-KIVU,F,59.0,24,60.2333348592,G,G,3.0,G
3423,10205,catholique,saint michel,nutr,FSDC,NORD-KIVU,F,60.0,21,63.5,G,G,1.0,A
3426,11534,catholique,saint michel,nutr,FSDC,NORD-KIVU,F,59.0,20,63.7999992371,G,G,1.0,A
3428,11822,catholique,saint michel,nutr,FSDC,NORD-KIVU,F,61.0,21,43.0,G,A,1.0,G
3431,3978,protestant,kirikiri,pedagogie,FSDC,SUD-KIVU,H,52.0,36,55.0,G,G,1.0,G
3435,8955,protestant,kirikiri,pedagogie,FSDC,SUD-KIVU,H,51.0,26,53.5,G,A,1.0,G
3444,11831,privé,communautaire du lac,pedagogie,FSDC,NORD-KIVU,H,64.0,21,64.9000015259,G,G,1.0,A
3456,10770,protestant,kitsombiro,sociale,FSDC,NORD-KIVU,F,51.0,21,57.5,G,G,2.0,G
3458,10840,protestant,kitsombiro,sociale,FSDC,NORD-KIVU,H,52.0,21,52.25,G,D,2.0,G
3462,10212,privé,lukuga,sociale,FSDC,NORD-KIVU,F,55.0,21,60.1500015259,G,G,2.0,G
3463,10483,privé,lukuga,sociale,FSDC,NORD-KIVU,H,59.0,24,44.0,G,A,1.0,G
3474,8331,privé,gs lumière du progrès,pedagogie,FSDC,NORD-KIVU,F,52.0,24,57.3000005086,G,E,3.0,G
3475,9079,privé,gs lumière du progrès,pedagogie,FSDC,NORD-KIVU,F,52.0,32,54.9000015259,G,A,1.0,G
3476,9202,privé,gs lumière du progrès,sociale,FSDC,NORD-KIVU,F,50.0,26,46.0,G,A,1.0,G
3481,7361,catholique,milima,latin philo,FSDC,ORIENTALE,F,60.53,24,65.0333353679,G,G,3.0,E
3482,7388,catholique,milima,pedagogie,FSDC,NORD-KIVU,H,62.0,24,60.8333333333,G,G,3.0,G
3498,3610,publique,gs kigali,bio-chimie,FSDC,KIGALI,F,50.0,27,60.6999988556,G,G,2.0,G
3501,7329,publique,gs kigali,pedagogie,FSDC,NORD-KIVU,H,70.0,31,41.0,G,A,1.0,G
3503,9355,publique,gs kigali,pedagogie,FSDC,NORD-KIVU,F,52.0,22,54.2999992371,G,A,1.0,G
3504,9452,publique,gs kigali,sociale,FSDC,NORD-KIVU,H,50.0,24,47.0,G,A,1.0,G
3514,4805,privé,mont sinai,sociale,FSDC,NORD-KIVU,H,51.0,30,45.0,G,A,1.0,G
3519,7340,privé,mont sinai,sociale,FSDC,NORD-KIVU,H,55.0,27,50.6499996185,G,D,2.0,G
3520,7375,privé,mont sinai,latin philo,FSDC,NORD-KIVU,F,52.0,27,57.2000007629,G,G,1.0,G
3526,8809,privé,mont sinai,pedagogie,FSDC,NORD-KIVU,F,51.0,24,59.25,G,G,2.0,G
3528,8982,privé,mont sinai,sociale,FSDC,NORD-KIVU,F,53.0,21,61.4000002543,G,G,3.0,E
3529,9010,privé,mont sinai,pedagogie,FSDC,NORD-KIVU,F,51.0,32,52.75,G,D,2.0,G
3532,9748,privé,mont sinai,pedagogie,FSDC,NORD-KIVU,H,59.0,25,61.6999994914,G,G,3.0,G
3535,10101,privé,mont sinai,pedagogie,FSDC,NORD-KIVU,H,57.0,23,61.9000015259,G,G,1.0,G
3544,10343,privé,complexe scolaire kyabo,sociale,FSDC,NORD-KIVU,F,52.0,21,64.8500022889,G,G,2.0,A
3564,9495,publique,kiraku,pedagogie,FSDC,NORD-KIVU,H,66.0,24,43.5,G,A,2.0,G
3566,11833,publique,kiraku,pedagogie,FSDC,NORD-KIVU,F,51.0,23,51.4000015259,G,A,1.0,G
3576,1848,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,F,52.0,32,66.1999969482,G,G,2.0,D
3592,4806,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,H,57.0,26,63.7999992371,G,G,1.0,A
3594,4952,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,F,59.0,30,63.1999988556,G,G,2.0,G
3604,6550,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,F,50.0,27,69.7000007629,D,G,2.0,G
3610,7454,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,F,53.0,26,58.5500011444,G,G,2.0,G
3638,9190,protestant,majengo,bio-chimie,FSDC,NORD-KIVU,F,63.0,25,61.799999237,G,G,3.0,G
3662,11307,protestant,majengo,commmerciale et adm,FSDC,NORD-KIVU,H,51.0,22,66.8000030518,G,G,1.0,A
3678,3935,catholique,wima,coupe couture,FSDC,SUD-KIVU,F,52.0,41,40.0,G,A,1.0,G
3685,7404,catholique,wima,pedagogie,FSDC,SUD-KIVU,F,65.0,26,62.633333842,G,G,3.0,C
3700,10406,publique,bweremana,pedagogie,FSDC,NORD-KIVU,F,52.0,24,62.4499988556,G,G,2.0,D
3701,11847,publique,bweremana,sociale,FSDC,NORD-KIVU,H,52.0,24,41.0,G,A,1.0,G
3703,8116,privé,gs mont sinai,pedagogie,FSDC,NORD-KIVU,H,63.0,25,59.6666679382,G,G,3.0,G
3704,9247,privé,gs mont sinai,sociale,FSDC,NORD-KIVU,F,58.0,25,56.0,G,A,1.0,G
3719,4809,protestant,ndahura,pedagogie,FSDC,NORD-KIVU,F,55.0,27,60.7999992371,G,G,1.0,G
3720,4908,protestant,ndahura,sociale,FSDC,NORD-KIVU,H,53.0,27,41.0,G,A,1.0,G
3723,7337,protestant,ndahura,pedagogie,FSDC,NORD-KIVU,F,52.0,25,56.9000002543,G,E,3.0,G
3724,7381,protestant,ndahura,sociale,FSDC,NORD-KIVU,H,51.0,29,59.133333842,G,G,3.0,G
3725,7405,protestant,ndahura,sociale,FSDC,NORD-KIVU,F,57.0,24,45.0,G,A,2.0,G
3728,8386,protestant,ndahura,sociale,FSDC,NORD-KIVU,H,50.0,24,61.9333343506,G,G,3.0,E
3735,10323,protestant,ndahura,pedagogie,FSDC,NORD-KIVU,F,50.0,24,62.7999992371,G,G,2.0,D
3802,4777,publique,jiwe,pedagogie,FSDC,NORD-KIVU,F,52.0,29,58.5999984741,G,G,1.0,G
3807,6548,privé,tupendane,bio-chimie,FSDC,NORD-KIVU,H,52.0,27,60.6499996185,G,G,2.0,G
3808,7129,privé,tupendane,bio-chimie,FSDC,NORD-KIVU,H,53.0,29,59.2666664123,G,G,3.0,G
3809,8238,privé,tupendane,bio-chimie,FSDC,NORD-KIVU,F,51.0,25,62.8250007629,G,G,4.0,B
3814,10234,privé,tupendane,bio-chimie,FSDC,NORD-KIVU,F,52.0,27,59.9499988556,G,G,2.0,D
3819,11802,publique,tupendane,sociale,FSDC,NORD-KIVU,H,50.0,20,58.9000015259,G,G,1.0,G
3820,11903,publique,tupendane,bio-chimie,FSDC,NORD-KIVU,F,55.0,20,58.0999984741,G,G,1.0,A
3830,4728,catholique,saint paul,bio-chimie,FSDC,SUD-KIVU,H,50.0,29,62.9000015259,G,G,1.0,G
3834,7711,catholique,saint paul,latin philo,FSDC,SUD-KIVU,H,56.0,30,56.2000007629,G,D,2.0,G
3856,3936,protestant,bulera,pedagogie,FSDC,NORD-KIVU,F,51.0,45,44.0,G,A,1.0,G
3857,4792,protestant,bulera,sociale,FSDC,NORD-KIVU,H,51.0,26,61.7999992371,G,G,1.0,G
3858,4811,protestant,bulera,pedagogie,FSDC,NORD-KIVU,F,50.0,32,54.0999984741,G,A,1.0,G
3867,7376,protestant,bulera,sociale,FSDC,NORD-KIVU,H,50.0,29,58.5,G,G,1.0,G
3874,9101,protestant,bulera,pedagogie,FSDC,SUD-KIVU,H,57.0,22,60.0,G,G,3.0,G
3875,9117,protestant,bulera,pedagogie,FSDC,NORD-KIVU,F,62.0,24,63.6333325704,G,G,3.0,C
3879,9556,protestant,bulera,pedagogie,FSDC,NORD-KIVU,H,51.0,24,62.4666659037,G,G,3.0,C
3883,11583,musulman,bulera,pedagogie,FSDC,NORD-KIVU,F,51.0,22,49.9000015259,G,A,1.0,G
3890,6706,publique,fadhili,pedagogie,FSDC,SUD-KIVU,H,55.0,25,62.2999992371,G,G,2.0,G
3904,4783,publique,kalangala,sociale,FSDC,NORD-KIVU,H,53.0,27,60.0,G,G,1.0,G
3906,12149,publique,kalangala,pedagogie,FSDC,NORD-KIVU,H,53.0,22,56.2000007629,G,G,1.0,G
3913,1963,inconnu,kitumaini,math-physique,FSDC,SUD-KIVU,H,58.0,41,49.0,G,A,1.0,G
3914,2271,inconnu,lumiere,pedagogie,FSDC,inconnu,F,60.0,34,41.0,G,A,1.0,G
3930,3656,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,F,51.0,30,60.0,G,G,1.0,G
3940,4023,inconnu,I LWANGA,bio-chimie,FSDC,SUD-KIVU,H,54.0,30,53.5333328247,G,E,3.0,G
3944,4128,inconnu,jikaze,commmerciale et adm,FSDC,NORD-KIVU,F,50.0,39,62.5,G,G,1.0,A
3953,4245,inconnu,tumaini letu,pedagogie,FSDC,SUD-KIVU,H,54.0,29,51.2999992371,G,D,2.0,G
3958,4363,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,F,52.0,30,58.5999984741,G,G,1.0,G
3970,4602,inconnu,la releve,pedagogie,FSDC,KASAI ORIENTAL,H,54.0,35,54.9000015259,G,A,1.0,G
3971,4628,inconnu,oicha,math-physique,FSDC,NORD-KIVU,H,52.0,29,60.5999984741,G,G,1.0,G
3972,4630,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,H,56.0,28,59.1499996185,G,D,2.0,G
3973,4631,inconnu,macha,sociale,FSDC,NORD-KIVU,H,58.0,32,62.4000015259,G,G,1.0,G
3980,4691,inconnu,maadibisho,pedagogie,FSDC,NORD-KIVU,F,60.0,27,57.4000015259,G,G,1.0,G
3981,4701,inconnu,LWANGA,bio-chimie,FSDC,SUD-KIVU,H,54.0,26,67.3000030518,G,G,1.0,G
3985,4733,inconnu,MUGUNGA,sociale,FSDC,NORD-KIVU,H,55.0,28,44.0,G,A,1.0,G
3986,4751,inconnu,de beni,sociale,FSDC,NORD-KIVU,H,52.0,30,45.5,G,A,2.0,G
3987,4760,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,H,55.0,30,47.5,G,A,2.0,G
3988,4768,inconnu,gs 8 mars,pedagogie,FSDC,NORD-KIVU,F,56.0,45,66.4000015259,G,G,1.0,G
3990,4778,inconnu,nyabibwe,pedagogie,FSDC,NORD-KIVU,H,50.0,27,58.2999992371,G,A,1.0,G
3991,4791,inconnu,edap/upn,pedagogie,FSDC,KINSHASA,H,50.0,29,55.3500003815,G,D,2.0,G
3992,4808,inconnu,de kalamu,coupe couture,FSDC,KINSHASA,F,57.0,47,65.0999984741,G,G,1.0,G
3997,4864,inconnu,luapula,pedagogie,FSDC,NORD-KIVU,H,53.0,30,62.3333333334,G,G,3.0,G
4001,4895,inconnu,katana,pedagogie,FSDC,SUD-KIVU,F,56.0,47,65.0999984741,G,G,1.0,A
4004,4941,inconnu,L MWANDU,bio-chimie,FSDC,NORD-KIVU,F,51.0,26,60.9666671753,G,G,3.0,E
4005,4942,inconnu,petits génies,nutr,FSDC,NORD-KIVU,F,52.0,26,57.0999984741,G,G,1.0,G
4006,4980,inconnu,kasika,pedagogie,FSDC,NORD-KIVU,F,55.0,31,44.0,G,A,1.0,G
4007,4984,inconnu,rutoboko,sociale,FSDC,NORD-KIVU,H,60.0,29,42.0,G,A,1.0,G
4008,4989,inconnu,it bugabo,sociale,FSDC,SUD-KIVU,H,55.0,28,62.5500011444,G,G,2.0,G
4009,4998,inconnu,ruwenzori,sociale,FSDC,NORD-KIVU,F,52.0,31,60.0,G,G,1.0,G
4015,5116,inconnu,lumiere,pedagogie,FSDC,SUD-KIVU,F,53.0,30,55.0999984741,G,A,1.0,G
4020,5170,inconnu,bagira,sociale,FSDC,SUD-KIVU,H,55.0,30,52.2000007629,G,D,2.0,G
4021,5182,inconnu,itm tulizeni/kyondo,inconnu,FSDC,NORD-KIVU,F,64.0,56,65.4000015259,G,G,1.0,A
4022,5183,inconnu,mugeri,latin philo,FSDC,SUD-KIVU,H,53.0,46,61.9000015259,G,G,1.0,A
4035,5850,inconnu,itav bbo,nutr,FSDC,NORD-KIVU,F,53.0,27,61.0,G,G,1.0,G
4038,6213,inconnu,rufunda,pedagogie,FSDC,NORD-KIVU,H,53.0,26,61.4500007629,G,G,2.0,G
4041,6258,inconnu,tujikaze,pedagogie,FSDC,SUD-KIVU,F,50.0,25,63.2000007629,G,G,2.0,G
4053,6430,inconnu,luka,pedagogie,FSDC,SUD-KIVU,H,68.0,24,64.0666681926,G,G,3.0,G
4054,6434,inconnu,st michel,nutr,FSDC,NORD-KIVU,F,50.0,28,59.2999992371,G,G,1.0,G
4059,6559,inconnu,de beni,sociale,FSDC,NORD-KIVU,F,51.0,28,53.3333333333,G,E,3.0,G
4060,6577,inconnu,LWANGA,sociale,FSDC,SUD-KIVU,F,51.0,27,54.7999992371,G,A,2.0,G
4065,6606,inconnu,auto,pedagogie,FSDC,SUD-KIVU,H,52.0,26,62.7999992371,G,G,2.0,G
4066,6608,inconnu,mutambala,pedagogie,FSDC,NORD-KIVU,H,58.0,27,61.9500007629,G,G,2.0,G
4072,6674,inconnu,i katwa,pedagogie,FSDC,NORD-KIVU,H,53.0,28,65.5999984741,D,G,2.0,D
4080,6746,inconnu,1uto,pedagogie,FSDC,NORD-KIVU,F,50.0,32,63.7000007629,G,G,1.0,G
4088,6912,inconnu,mwajengo,bio-chimie,FSDC,NORD-KIVU,F,52.0,28,61.5999984741,G,G,2.0,G
4091,6942,inconnu,itcb,pedagogie,FSDC,SUD-KIVU,F,50.0,28,58.8999996185,G,G,2.0,G
4094,6977,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,F,56.8765221107,37,43.0,G,A,1.0,G
4095,6980,inconnu,bugarula,pedagogie,FSDC,NORD-KIVU,H,50.0,35,48.0,G,A,1.0,G
4096,6987,inconnu,kirumba,latin philo,FSDC,NORD-KIVU,H,55.0,39,67.1999969482,G,G,1.0,A
4097,6989,inconnu,itm,inconnu,FSDC,NORD-KIVU,H,56.8765221107,59,71.3000030518,A,G,1.0,A
4098,6995,publique,edap/isp bukavu,bio-chimie,FSDC,SUD-KIVU,F,53.0,25,63.3999977111,G,G,2.0,A
4122,7288,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,F,56.0,25,51.7000007629,G,A,1.0,G
4126,7327,inconnu,kaoze,latin philo,FSDC,KATANGA,H,76.0,23,65.1666653951,G,G,3.0,G
4127,7349,inconnu,kanzulinzuli,sociale,FSDC,NORD-KIVU,H,52.0,29,60.0,G,G,3.0,G
4128,7364,inconnu,hekima,pedagogie,FSDC,SUD-KIVU,F,65.0,27,57.866666158,G,E,3.0,G
4129,7368,inconnu,uaminifu,pedagogie,FSDC,NORD-KIVU,F,57.0,46,60.4000015259,G,G,1.0,G
4130,7369,inconnu,moliere,pedagogie,FSDC,NORD-KIVU,H,52.0,26,59.8333333333,G,G,3.0,G
4131,7374,inconnu,salama,pedagogie,FSDC,NORD-KIVU,F,51.0,24,53.5,G,A,1.0,G
4132,7393,inconnu,famila dei,nutr,FSDC,SUD-KIVU,F,51.0,25,59.5333328247,G,G,3.0,G
4133,7396,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,F,53.0,27,58.3000011444,G,G,2.0,G
4134,7403,inconnu,cirezi,pedagogie,FSDC,SUD-KIVU,F,55.0,25,65.3666661581,G,G,3.0,C
4135,7416,inconnu,le germe,pedagogie,FSDC,NORD-KIVU,F,50.0,26,44.0,G,A,1.0,G
4136,7424,inconnu,la vision,pedagogie,FSDC,SUD-KIVU,H,57.0,25,64.1333325704,G,G,3.0,A
4137,7427,inconnu,totro,pedagogie,FSDC,NORD-KIVU,F,51.0,28,56.5,G,E,3.0,G
4138,7447,inconnu,les petits génies,nutr,FSDC,NORD-KIVU,F,51.0,26,60.6666666667,G,G,3.0,E
4139,7452,inconnu,cirezi,bio-chimie,FSDC,SUD-KIVU,F,58.0,25,62.9666659037,G,G,3.0,G
4183,7889,inconnu,gs de la salle,bio-chimie,FSDC,inconnu,F,56.8765221107,28,58.7999992371,G,G,1.0,G
4184,7890,inconnu,rutoboko,commmerciale et adm,FSDC,inconnu,F,52.0,22,61.2000007629,G,G,1.0,G
4185,7898,inconnu,nidunga,sociale,FSDC,SUD-KIVU,H,65.0,31,55.0999984741,G,D,2.0,G
4188,8102,inconnu,gs la promise,pedagogie,FSDC,NORD-KIVU,F,51.0,25,45.5,G,A,2.0,G
4190,8123,inconnu,gs la promise,pedagogie,FSDC,NORD-KIVU,F,51.0,25,60.6000003815,G,G,2.0,G
4191,8147,inconnu,bagira,pedagogie,FSDC,SUD-KIVU,H,56.0,25,54.8000005086,G,E,3.0,G
4198,8225,inconnu,hekima,pedagogie,FSDC,NORD-KIVU,F,59.0,24,61.5499992371,G,G,2.0,G
4204,8280,inconnu,kiribunye,pedagogie,FSDC,NORD-KIVU,H,64.0,24,61.2000007629,G,G,3.0,G
4218,8416,inconnu,itcb,pedagogie,FSDC,SUD-KIVU,H,57.0,26,50.8999996185,G,D,2.0,G
4220,8439,inconnu,Lwanga,pedagogie,FSDC,NORD-KIVU,H,60.0,26,59.3999996185,G,G,2.0,G
4225,8476,inconnu,kiribunye,pedagogie,FSDC,NORD-KIVU,H,60.0,24,40.0,G,A,1.0,G
4227,8486,inconnu,karhale,pedagogie,FSDC,SUD-KIVU,H,62.0,27,58.7333335876,G,G,3.0,G
4229,8498,inconnu,ITM DE BOGA,vétérinaire,FSDC,ORIENTALE,H,71.0,45,72.4333343506,A,G,3.0,A
4235,8566,inconnu,61,math-physique,FSDC,NORD-KIVU,F,56.8765221107,24,61.4000002543,G,G,3.0,E
4244,8619,inconnu,kabalaka,nutr,FSDC,NORD-KIVU,F,57.0,25,61.2666651408,G,G,3.0,G
4245,8622,inconnu,st augustin,sociale,FSDC,NORD-KIVU,H,51.0,22,64.3250017166,G,G,4.0,B
4247,8628,inconnu,sauvetage,sociale,FSDC,NORD-KIVU,F,51.0,25,62.75,G,G,2.0,D
4250,8632,inconnu,molende,bio-chimie,FSDC,KINSHASA,F,52.0,25,48.0,G,A,2.0,G
4254,8647,inconnu,kavanda,pedagogie,FSDC,NORD-KIVU,H,51.0,33,50.1666666667,G,C,3.0,G
4258,8670,inconnu,isingo,pedagogie,FSDC,SUD-KIVU,F,62.0,21,63.6999988556,G,G,2.0,G
4263,8698,inconnu,butumba,pedagogie,FSDC,SUD-KIVU,F,54.0,27,56.8666674296,G,E,3.0,G
4265,8709,inconnu,katana,pedagogie,FSDC,SUD-KIVU,H,52.0,36,64.3999996185,G,G,2.0,G
4273,8768,inconnu,taraja,pedagogie,FSDC,SUD-KIVU,F,50.0,28,48.1000003815,G,A,2.0,G
4274,8773,inconnu,lunya,commmerciale et adm,FSDC,BANDUNDU,F,56.0,25,59.9333343506,G,G,3.0,E
4282,8846,inconnu,kipushi,pedagogie,FSDC,KATANGA,F,51.0,26,58.6999994914,G,G,3.0,G
4284,8865,inconnu,gs consulaire congolaise/rwanda,bio-chimie,FSDC,NORD-KIVU,H,63.0,22,61.3666687012,G,G,3.0,E
4291,8925,inconnu,gs 8 mars,pedagogie,FSDC,NORD-KIVU,H,51.0,23,59.433333079,G,G,3.0,E
4299,8957,inconnu,rutoboko,sociale,FSDC,NORD-KIVU,F,52.0,24,46.0,G,A,1.0,G
4301,8966,inconnu,de la gombe,bio-chimie,FSDC,KINSHASA,F,51.0,31,62.6666666667,G,G,3.0,E
4303,8991,inconnu,mululu,sociale,FSDC,NORD-KIVU,H,52.0,25,61.3666674296,G,G,3.0,G
4306,9041,inconnu,nyantende,latin philo,FSDC,SUD-KIVU,H,54.0,22,41.0,G,A,1.0,G
4314,9089,inconnu,wapole,sociale,FSDC,NORD-KIVU,F,50.0,25,56.2000007629,G,A,1.0,G
4315,9097,inconnu,hekima,sociale,FSDC,NORD-KIVU,F,50.0,22,58.5999984741,G,G,2.0,G
4316,9104,inconnu,kamole,pedagogie,FSDC,SUD-KIVU,F,50.0,34,59.5,G,G,3.0,G
4330,9180,inconnu,hodari,pedagogie,FSDC,SUD-KIVU,F,57.0,24,41.0,G,A,1.0,G
4338,9221,inconnu,mashauri,pedagogie,FSDC,SUD-KIVU,F,65.0,24,59.3333333333,G,G,3.0,G
4339,9223,inconnu,patemo,sociale,FSDC,NORD-KIVU,H,50.0,22,61.0999984741,G,G,3.0,E
4343,9238,inconnu,gs asteria urafiki,pedagogie,FSDC,NORD-KIVU,F,54.0,25,59.9666659037,G,G,3.0,G
4346,9248,inconnu,Mwanda,sociale,FSDC,SUD-KIVU,F,52.0,24,62.6666666667,G,G,3.0,G
4348,9259,inconnu,bustani,vétérinaire,FSDC,NORD-KIVU,H,55.0,22,60.0333328247,G,G,3.0,G
4355,9315,inconnu,singa,pedagogie,FSDC,NORD-KIVU,H,52.0,33,61.066666921,G,G,3.0,G
4356,9322,inconnu,Lycée Mwandu,coupe couture,FSDC,NORD-KIVU,F,51.0,21,62.566666921,G,G,3.0,G
4359,9335,inconnu,hekima,sociale,FSDC,NORD-KIVU,F,52.0,22,57.9000015259,G,G,1.0,G
4361,9356,inconnu,mama onja,pedagogie,FSDC,SUD-KIVU,H,50.0,25,54.8000005086,G,E,3.0,G
4363,9360,inconnu,lyliane,pedagogie,FSDC,NORD-KIVU,F,50.0,23,58.1666666667,G,G,3.0,G
4368,9375,inconnu,imara,pedagogie,FSDC,SUD-KIVU,H,56.0,23,58.0333328247,G,E,3.0,G
4376,9438,inconnu,mgr guido maria conforti,pedagogie,FSDC,SUD-KIVU,H,59.0,21,59.0333328247,G,G,3.0,E
4378,9451,inconnu,bibwe,pedagogie,FSDC,NORD-KIVU,H,51.0,49,67.3333333333,G,G,3.0,C
4391,9532,inconnu,katasoire,sociale,FSDC,NORD-KIVU,F,50.0,28,58.6666653951,G,G,3.0,G
4413,9756,inconnu,la releve,pedagogie,FSDC,SUD-KIVU,F,64.0,23,61.4999987284,G,G,3.0,E
4414,9763,publique,makyase,bio-chimie,FSDC,BANDUNDU,H,50.0,35,59.8333333333,G,G,3.0,E
4418,9819,inconnu,mboga,sociale,FSDC,NORD-KIVU,F,53.0,20,42.0,G,A,1.0,G
4419,9827,inconnu,edap isp bkv,bio-chimie,FSDC,SUD-KIVU,F,55.0,23,67.0499992371,G,G,2.0,D
4424,9846,inconnu,malula,bio-chimie,FSDC,KINSHASA,F,62.0,20,68.5499992371,G,G,2.0,D
4429,9912,inconnu,kabalaka,nutr,FSDC,NORD-KIVU,H,57.0,22,61.9500007629,G,G,2.0,D
4434,9964,inconnu,patemo,sociale,FSDC,NORD-KIVU,F,56.0,23,58.8500003815,G,G,2.0,G
4438,9996,inconnu,imani panzi,pedagogie,FSDC,NORD-KIVU,F,51.0,23,61.1000003815,G,G,2.0,G
4445,10031,inconnu,rutoboko,sociale,FSDC,NORD-KIVU,F,52.0,20,60.5,G,G,2.0,G
4452,10076,inconnu,weza2,pedagogie,FSDC,SUD-KIVU,F,60.0,23,65.2999992371,G,G,2.0,D
