,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
5786,9289,2013-2014,,AA,56.0,S,FD,Tronc commun,G1
5787,9289,2014-2015,,AA,54.2999992371,S,FD,Tronc commun,G2
5788,9289,2015-2016,,A,57.2999992371,S,FD,Droit Économique et Social,G3
5789,9291,2013-2014,43.5999984741,A,55.5,S,FSEG,Tronc commun,G1
5790,9291,2014-2015,,AA,53.7999992371,S,FSEG,Tronc commun,G2
5791,9291,2015-2016,,AA,56.0,S,FSEG,Tronc commun,G3
5792,9292,2013-2014,,AA,,A,FD,Tronc commun,G1
5793,9293,2013-2014,44.5999984741,A,53.0999984741,A,FD,Tronc commun,G1
5794,9294,2013-2014,57.0,S,,,FSEG,Tronc commun,G1
5795,9294,2014-2015,62.7000007629,S,,,FSEG,Tronc commun,G2
5796,9294,2015-2016,61.9000015259,S,,,FSEG,Tronc commun,G3
5797,9295,2013-2014,,AA,71.3000030518,D,FSTA,Tronc commun,G0
5798,9295,2014-2015,67.5999984741,S,,,FSTA,Tronc commun,G1
5799,9295,2015-2016,60.9000015259,A,64.5,S,FSTA,Génie Informatique,G2
5800,9296,2013-2014,61.7000007629,S,,,FSTA,Tronc commun,G0
5801,9296,2014-2015,,AA,61.0999984741,S,FSTA,Tronc commun,G1
5802,9296,2015-2016,,AA,53.2999992371,A,FSTA,Génie Électrique,G2
5803,9297,2013-2014,65.0,S,,,FD,Tronc commun,G1
5804,9297,2014-2015,,AA,72.5999984741,D,FD,Tronc commun,G2
5805,9297,2015-2016,75.1999969482,D,,,FD,Droit Privé et Judiciaire,G3
5806,9298,2013-2014,59.2999992371,A,64.5,S,FSDC,Tronc commun,G1
5807,9298,2014-2015,,AA,64.6999969482,S,FSDC,Tronc commun,G2
5808,9298,2015-2016,63.9000015259,S,,,FSDC,Tronc commun,G3
5809,9299,2013-2014,,AA,58.5,S,FSTA,Tronc commun,G0
5810,9299,2014-2015,,AA,49.2000007629,A,FSTA,Tronc commun,G1
5811,9300,2013-2014,35.7000007629,NAF,,,FSTA,Tronc commun,G0
5812,9301,2013-2014,42.0,A,53.5999984741,S,FD,Tronc commun,G1
5813,9301,2014-2015,,AA,50.2999992371,A,FD,Tronc commun,G2
5814,9301,2015-2016,,AA,48.2000007629,NAF,FD,Tronc commun,G2
5815,9302,2013-2014,61.5,S,,,FSEG,Tronc commun,G1
5816,9302,2014-2015,,AA,60.4000015259,S,FSEG,Tronc commun,G2
5817,9302,2015-2016,,AA,63.5,S,FSEG,Tronc commun,G3
5818,9303,2013-2014,,AA,43.5,A,FSTA,Tronc commun,G0
5819,9304,2013-2014,63.9000015259,ADST,64.5999984741,S,FSDC,Tronc commun,G1
5820,9304,2014-2015,64.9000015259,S,,,FSDC,Tronc commun,G2
5821,9304,2015-2016,,ADTFC,66.4000015259,S,FSDC,Tronc commun,G3
5822,9305,2013-2014,,AA,60.0,S,FSDC,Tronc commun,G1
5823,9306,2013-2014,,AA,48.5,A,FD,Tronc commun,G1
5824,9306,2014-2015,51.7999992371,A,56.7000007629,S,FD,Tronc commun,G1
5825,9306,2015-2016,,AA,,NAF,FD,Tronc commun,G2
5826,9307,2013-2014,,AA,,A,FSDC,Tronc commun,G1
5827,9308,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
5828,9309,2013-2014,58.2999992371,S,,,FSTA,Tronc commun,G0
5829,9309,2014-2015,57.0999984741,A,60.0999984741,S,FSTA,Tronc commun,G1
5830,9309,2015-2016,,AA,55.9000015259,S,FSTA,Génie Civil,G2
5831,9310,2013-2014,58.5,S,,,FSEG,Tronc commun,G1
5832,9310,2014-2015,59.2000007629,S,,,FSEG,Tronc commun,G2
5833,9310,2015-2016,59.7999992371,S,,,FSEG,Tronc commun,G3
5834,9311,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
5835,9312,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
5836,9313,2013-2014,,AA,,A,FD,Tronc commun,G1
5837,9314,2013-2014,,AA,57.7000007629,S,FSEG,Tronc commun,G1
5838,9314,2014-2015,47.0999984741,A,55.5,S,FSEG,Tronc commun,G2
5839,9314,2015-2016,,AA,61.2000007629,S,FSEG,Tronc commun,G3
5840,9315,2013-2014,58.5,A,61.0999984741,S,FSDC,Tronc commun,G1
5841,9315,2014-2015,55.5999984741,A,61.7000007629,S,FSDC,Tronc commun,G2
5842,9315,2015-2016,,AA,60.4000015259,S,FSDC,Tronc commun,G3
5843,9316,2013-2014,,AA,55.2999992371,S,FSEG,Tronc commun,G2
5844,9316,2014-2015,,AA,60.5,S,FSEG,Tronc commun,G3
5845,9316,2015-2016,,AA,47.5,A,FSEG,Économie Industrielle,L1
5846,9318,2013-2014,62.5,S,,,FSTA,Tronc commun,G1
5847,9318,2014-2015,51.5,A,60.0999984741,S,FSTA,Génie Civil,G2
5848,9318,2015-2016,,AA,64.6999969482,S,FSTA,Génie Civil,G3
5849,9319,2013-2014,55.0999984741,S,,,FD,Tronc commun,G2
5850,9319,2014-2015,,AA,,A,FD,Droit Public,G3
5851,9320,2012-2013,56.7999992371,S,,,FSTA,Tronc commun,G0
5852,9322,2013-2014,,AA,62.0,S,FSDC,Tronc commun,G1
5853,9322,2014-2015,55.5999984741,A,62.2000007629,S,FSDC,Tronc commun,G2
5854,9322,2015-2016,,ADTFC,63.5,S,FSDC,Tronc commun,G3
5855,9323,2013-2014,,AA,58.7000007629,S,FSTA,Tronc commun,G1
5856,9323,2014-2015,,AA,55.0999984741,S,FSTA,Génie Informatique,G2
5857,9323,2015-2016,,AA,,AA,FSTA,Génie Informatique,G3
5858,9324,2013-2014,,AA,58.4000015259,S,FSTA,Tronc commun,G1
5859,9324,2014-2015,,AA,47.2999992371,A,FSTA,Génie Civil,G2
5860,9324,2015-2016,,AA,,A,FSTA,Génie Civil,G2
5861,9326,2013-2014,53.7999992371,A,57.0999984741,S,FSTA,Tronc commun,G1
5862,9326,2014-2015,,AA,50.0999984741,A,FSTA,Génie Civil,G2
5863,9326,2015-2016,,AA,51.7999992371,S,FSTA,Génie Civil,G2
5864,9327,2013-2014,53.0,A,57.7000007629,S,FSEG,Tronc commun,G1
5865,9327,2014-2015,51.5999984741,A,55.2999992371,S,FSEG,Tronc commun,G2
5866,9327,2015-2016,58.9000015259,A,62.0,S,FSEG,Tronc commun,G3
5867,9328,2013-2014,50.7999992371,A,58.0999984741,S,FSEG,Tronc commun,G1
5868,9328,2014-2015,48.9000015259,A,55.7000007629,S,FSEG,Tronc commun,G2
5869,9328,2015-2016,,A,59.2999992371,S,FSEG,Tronc commun,G3
5870,9329,2013-2014,,AA,,AA,FPSE,Tronc commun,G1
5871,9330,2013-2014,45.0,A,54.9000015259,S,FD,Tronc commun,G1
5872,9330,2014-2015,49.0999984741,A,56.5,S,FD,Tronc commun,G2
5873,9330,2015-2016,,AA,59.2000007629,S,FD,Droit Public,G3
5874,9331,2013-2014,,AA,51.0999984741,A,FD,Tronc commun,G1
5875,9331,2014-2015,,AA,57.5999984741,S,FD,Tronc commun,G1
5876,9331,2015-2016,,AA,,A,FD,Tronc commun,G2
5877,9332,2013-2014,54.5,A,63.7000007629,S,FD,Tronc commun,G1
5878,9332,2014-2015,,AA,56.7999992371,S,FD,Tronc commun,G2
5879,9332,2015-2016,,AA,60.5,S,FD,Droit Public,G3
5880,9333,2013-2014,47.5,A,54.7000007629,S,FD,Tronc commun,G1
5881,9333,2014-2015,,AA,52.4000015259,S,FD,Tronc commun,G2
5882,9333,2015-2016,,A,60.0999984741,S,FD,Droit Privé et Judiciaire,G3
5883,9334,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5884,9335,2013-2014,,AA,57.9000015259,S,FSDC,Tronc commun,G1
5885,9336,2013-2014,,AA,57.4000015259,S,FD,Tronc commun,G1
5886,9336,2014-2015,53.5999984741,A,58.0,S,FD,Tronc commun,G2
5887,9336,2015-2016,62.5999984741,S,,,FD,Droit Privé et Judiciaire,G3
5888,9337,2013-2014,52.7999992371,A,62.0,S,FSTA,Tronc commun,G0
5889,9337,2014-2015,55.4000015259,S,,,FSTA,Tronc commun,G1
5890,9337,2015-2016,,AA,49.5999984741,A,FSTA,Génie Informatique,G2
5891,9338,2013-2014,,AA,57.0999984741,S,FSEG,Tronc commun,G1
5892,9338,2014-2015,,AA,55.2000007629,S,FSEG,Tronc commun,G2
5893,9338,2015-2016,,AA,60.2000007629,S,FSEG,Tronc commun,G3
5894,9339,2013-2014,52.0,A,56.5,S,FSDC,Tronc commun,G1
5895,9339,2014-2015,54.2000007629,A,60.9000015259,S,FSDC,Tronc commun,G2
5896,9339,2015-2016,,AA,59.2999992371,S,FSDC,Tronc commun,G3
5897,9340,2013-2014,,AA,54.0999984741,S,FSEG,Tronc commun,G1
5898,9340,2014-2015,,AA,54.5,S,FSEG,Tronc commun,G2
5899,9340,2015-2016,,AA,,A,FSEG,Tronc commun,G3
5900,9341,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5901,9342,2013-2014,59.5,S,,,FSDC,Tronc commun,G1
5902,9342,2014-2015,53.9000015259,A,59.0,S,FSDC,Tronc commun,G2
5903,9342,2015-2016,61.7000007629,S,,,FSDC,Tronc commun,G3
5904,9343,2013-2014,52.2999992371,A,61.2999992371,S,FD,Tronc commun,G1
5905,9343,2014-2015,53.0,A,60.5999984741,S,FD,Tronc commun,G2
5906,9343,2015-2016,60.9000015259,A,65.6999969482,S,FD,Droit Public,G3
5907,9344,2013-2014,,AA,,A,FD,Tronc commun,G1
5908,9345,2013-2014,43.0,A,55.2999992371,S,FSEG,Tronc commun,G1
5909,9345,2014-2015,,AA,58.5,S,FSEG,Tronc commun,G2
5910,9345,2015-2016,,A,55.9000015259,S,FSEG,Tronc commun,G3
5911,9346,2013-2014,,AA,,A,FT,Tronc commun,G1
5912,9347,2013-2014,46.5,A,57.9000015259,S,FSEG,Tronc commun,G1
5913,9347,2014-2015,,AA,,A,FSEG,Tronc commun,G2
5914,9348,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5915,9349,2013-2014,,AA,58.7999992371,S,FSTA,Tronc commun,G0
5916,9349,2014-2015,,AA,55.0,S,FSTA,Tronc commun,G1
5917,9349,2015-2016,,AA,47.5999984741,A,FSTA,Génie Civil,G2
5918,9350,2013-2014,60.7000007629,S,,,FSDC,Tronc commun,G1
5919,9350,2014-2015,58.5,S,,,FSDC,Tronc commun,G2
5920,9350,2015-2016,,AA,62.0999984741,S,FSDC,Tronc commun,G3
5921,9351,2013-2014,,AA,52.4000015259,A,FSDC,Tronc commun,G1
5922,9351,2014-2015,,AA,57.0,S,FSDC,Tronc commun,G1
5923,9351,2015-2016,,AA,63.2999992371,S,FSDC,Tronc commun,G2
5924,9352,2013-2014,60.5999984741,S,,,FD,Tronc commun,G1
5925,9352,2014-2015,60.7000007629,S,,,FD,Tronc commun,G2
5926,9352,2015-2016,68.6999969482,S,,,FD,Droit Public,G3
5927,9353,2013-2014,,AA,54.7999992371,S,FSEG,Tronc commun,G1
5928,9353,2014-2015,,AA,54.4000015259,S,FSEG,Tronc commun,G2
5929,9353,2015-2016,,AA,,A,FSEG,Tronc commun,G3
5930,9354,2013-2014,44.0999984741,A,55.0,S,FD,Tronc commun,G1
5931,9354,2014-2015,,AA,55.0,S,FD,Tronc commun,G2
5932,9354,2015-2016,,A,55.2999992371,S,FD,Droit Public,G3
5933,9355,2013-2014,48.4000015259,A,54.2999992371,A,FSDC,Tronc commun,G1
5934,9356,2013-2014,48.4000015259,A,53.4000015259,A,FSDC,Tronc commun,G1
5935,9356,2014-2015,46.0,A,53.4000015259,S,FSDC,Tronc commun,G1
5936,9356,2015-2016,,AA,57.5999984741,S,FSDC,Tronc commun,G2
5937,9357,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
5938,9358,2013-2014,73.5999984741,D,,,FPSE,Tronc commun,G1
5939,9358,2014-2015,68.1999969482,S,,,FPSE,Psychologie / Psychologie clinique,G2
5940,9358,2015-2016,72.1999969482,D,,,FPSE,Psychologie / Psychologie clinique,G3
5941,9359,2013-2014,,AA,61.5,S,FT,Tronc commun,G1
5942,9359,2014-2015,,AA,56.7000007629,S,FT,Tronc commun,G2
5943,9359,2015-2016,,A,,ADTFC,FT,Tronc commun,G3
5944,9360,2013-2014,,AA,56.7999992371,S,FSDC,Tronc commun,G1
5945,9360,2014-2015,,AA,59.4000015259,S,FSDC,Tronc commun,G2
5946,9360,2015-2016,,AA,58.2999992371,S,FSDC,Tronc commun,G3
5947,9361,2013-2014,,AA,,A,FSDC,Tronc commun,G1
5948,9362,2013-2014,67.6999969482,S,,,FSTA,Tronc commun,G0
5949,9362,2014-2015,63.4000015259,S,,,FSTA,Tronc commun,G1
5950,9362,2015-2016,,AA,66.4000015259,S,FSTA,Génie Civil,G2
5951,9363,2013-2014,65.5999984741,S,,,FSTA,Tronc commun,G0
5952,9363,2014-2015,71.0,D,,,FSTA,Tronc commun,G1
5953,9363,2015-2016,57.7000007629,A,64.0,S,FSTA,Génie Civil,G2
5954,9364,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5955,9365,2013-2014,40.2999992371,A,48.2999992371,A,FSEG,Tronc commun,G1
5956,9366,2013-2014,43.2000007629,A,54.5999984741,S,FD,Tronc commun,G1
5957,9366,2014-2015,,AA,55.5,S,FD,Tronc commun,G2
5958,9366,2015-2016,,A,60.5999984741,S,FD,Droit Public,G3
5959,9367,2013-2014,,AA,60.0,S,FT,Tronc commun,G1
5960,9367,2014-2015,,AA,55.9000015259,A,FT,Tronc commun,G2
5961,9367,2015-2016,,AA,63.5,S,FT,Tronc commun,G2
5962,9369,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5963,9369,2014-2015,,AA,,A,FD,Tronc commun,G1
5964,9369,2015-2016,,AA,60.5,S,FD,Tronc commun,G1
5965,9370,2013-2014,,AA,,A,FD,Tronc commun,G1
5966,9371,2013-2014,55.2999992371,S,,,FSEG,Tronc commun,G1
5967,9371,2014-2015,,AA,63.7999992371,S,FSEG,Tronc commun,G2
5968,9371,2015-2016,61.0,S,,,FSEG,Tronc commun,G3
5969,9372,2013-2014,,AA,55.5,S,FPSE,Tronc commun,G1
5970,9372,2014-2015,,AA,57.7000007629,S,FPSE,Psychologie / Psychologie clinique,G2
5971,9372,2015-2016,,AA,60.7999992371,S,FPSE,Psychologie / Psychologie clinique,G3
5972,9373,2013-2014,,AA,,A,FD,Tronc commun,G1
5973,9374,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
5974,9375,2013-2014,,AA,53.7999992371,A,FSDC,Tronc commun,G1
5975,9375,2014-2015,,AA,59.0,S,FSDC,Tronc commun,G1
5976,9375,2015-2016,,AA,61.2999992371,S,FSDC,Tronc commun,G2
5977,9376,2013-2014,68.9000015259,S,,,FSTA,Tronc commun,G0
5978,9376,2014-2015,69.1999969482,S,,,FSTA,Tronc commun,G1
5979,9376,2015-2016,,AA,60.5,S,FSTA,Génie Électrique,G2
5980,9377,2013-2014,47.5999984741,A,55.0999984741,S,FSEG,Tronc commun,G1
5981,9377,2014-2015,,AA,53.9000015259,S,FSEG,Tronc commun,G2
5982,9377,2015-2016,,A,57.4000015259,S,FSEG,Tronc commun,G3
5983,9378,2013-2014,,AA,,AA,FPSE,Tronc commun,G1
5984,9379,2013-2014,47.0,A,45.4000015259,A,FSTA,Tronc commun,G0
5985,9379,2014-2015,,AA,64.6999969482,S,FSTA,Tronc commun,G0
5986,9379,2015-2016,,AA,60.2999992371,S,FSTA,Tronc commun,G1
5987,9380,2013-2014,57.7000007629,S,,,FSTA,Tronc commun,G0
5988,9380,2014-2015,58.5999984741,A,63.4000015259,S,FSTA,Tronc commun,G1
5989,9380,2015-2016,,AA,56.5,S,FSTA,Génie Civil,G2
5990,9381,2013-2014,48.0999984741,A,59.5999984741,S,FPSE,Tronc commun,G1
5991,9382,2013-2014,51.4000015259,A,55.2999992371,S,FSEG,Tronc commun,G1
5992,9382,2014-2015,56.5999984741,S,,,FSEG,Tronc commun,G2
5993,9382,2015-2016,,A,60.0999984741,S,FSEG,Tronc commun,G3
5994,9383,2013-2014,,ADTFC,64.4000015259,S,FSEG,Tronc commun,G3
5995,9383,2014-2015,71.5999984741,D,,,FSEG,Économie Industrielle,L1
5996,9383,2015-2016,77.9000015259,D,,,FSEG,Économie Industrielle,L2
5997,9384,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
5998,9385,2013-2014,68.0,S,,,FD,Tronc commun,G1
5999,9385,2014-2015,71.5999984741,D,,,FD,Tronc commun,G2
6000,9385,2015-2016,79.6999969482,D,,,FD,Droit Privé et Judiciaire,G3
6001,9386,2013-2014,56.5999984741,S,,,FD,Tronc commun,G1
6002,9386,2014-2015,61.2000007629,S,,,FD,Tronc commun,G2
6003,9386,2015-2016,59.5,S,,,FD,Droit Privé et Judiciaire,G3
6004,9387,2013-2014,61.5,S,,,FSTA,Tronc commun,G0
6005,9387,2014-2015,60.4000015259,S,,,FSTA,Tronc commun,G1
6006,9387,2015-2016,,AA,55.9000015259,S,FSTA,Génie Électrique,G2
6007,9388,2013-2014,,AA,54.7000007629,S,FSEG,Tronc commun,G1
6008,9388,2014-2015,,AA,58.0999984741,S,FSEG,Tronc commun,G2
6009,9388,2015-2016,61.0,S,,,FSEG,Tronc commun,G3
6010,9389,2013-2014,44.2999992371,A,61.0999984741,S,FPSE,Tronc commun,G1
6011,9389,2014-2015,52.5999984741,A,56.2000007629,S,FPSE,Sciences de l'Éducation,G2
6012,9389,2015-2016,59.0999984741,A,64.4000015259,S,FPSE,Sciences de l'Éducation,G3
6013,9390,2013-2014,,AA,59.5,S,FSEG,Tronc commun,G1
6014,9390,2014-2015,,AA,62.0999984741,S,FSEG,Tronc commun,G2
6015,9390,2015-2016,,A,61.9000015259,S,FSEG,Tronc commun,G3
6016,9391,2013-2014,50.7999992371,A,56.4000015259,S,FSEG,Tronc commun,G1
6017,9391,2014-2015,59.7000007629,S,,,FSEG,Tronc commun,G2
6018,9391,2015-2016,,A,58.2999992371,S,FSEG,Tronc commun,G3
6019,9392,2013-2014,,AA,65.3000030518,S,FSEG,Tronc commun,G1
6020,9392,2014-2015,62.4000015259,S,,,FSEG,Tronc commun,G2
6021,9392,2015-2016,,AA,59.7000007629,S,FSEG,Tronc commun,G3
6022,9393,2013-2014,49.5999984741,A,55.4000015259,S,FSEG,Tronc commun,G1
6023,9393,2014-2015,54.4000015259,A,55.4000015259,S,FSEG,Tronc commun,G2
6024,9393,2015-2016,53.9000015259,A,59.0999984741,S,FSEG,Tronc commun,G3
6025,9394,2013-2014,,AA,42.7000007629,A,FSEG,Tronc commun,G1
6026,9395,2013-2014,45.5,A,48.5,A,FSEG,Tronc commun,G1
6027,9395,2014-2015,,AA,53.0,S,FSEG,Tronc commun,G1
6028,9395,2015-2016,45.7999992371,A,53.0999984741,S,FSEG,Tronc commun,G2
6029,9396,2013-2014,48.0999984741,A,57.2000007629,S,FSEG,Tronc commun,G1
6030,9396,2014-2015,57.0999984741,S,,,FSEG,Tronc commun,G2
6031,9396,2015-2016,,A,60.0999984741,S,FSEG,Tronc commun,G3
6032,9397,2013-2014,,AA,50.7999992371,A,FD,Tronc commun,G1
6033,9398,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
6034,9400,2013-2014,,AA,64.6999969482,S,FSEG,Tronc commun,G1
6035,9400,2014-2015,61.2999992371,S,,,FSEG,Tronc commun,G2
6036,9400,2015-2016,,ADSTFC,60.9000015259,S,FSEG,Tronc commun,G3
6037,9401,2013-2014,,AA,52.7000007629,S,FSEG,Tronc commun,G1
6038,9401,2014-2015,60.0,S,,,FSEG,Tronc commun,G2
6039,9401,2015-2016,60.0,S,,,FSEG,Tronc commun,G3
6040,9402,2013-2014,,AA,56.2999992371,S,FSEG,Tronc commun,G1
6041,9402,2014-2015,52.4000015259,A,55.7999992371,S,FSEG,Tronc commun,G2
6042,9403,2013-2014,,AA,58.5,S,FSEG,Tronc commun,G1
6043,9403,2014-2015,56.0,S,,,FSEG,Tronc commun,G2
6044,9403,2015-2016,58.9000015259,S,,,FSEG,Tronc commun,G3
6045,9404,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
6046,9405,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
6047,9406,2013-2014,,AA,59.4000015259,S,FSEG,Tronc commun,G1
6048,9406,2014-2015,52.5999984741,A,55.7999992371,S,FSEG,Tronc commun,G2
6049,9406,2015-2016,57.7000007629,A,61.0,S,FSEG,Tronc commun,G3
6050,9407,2013-2014,52.7999992371,A,59.7999992371,S,FSEG,Tronc commun,G1
6051,9407,2014-2015,,AA,55.2999992371,S,FSEG,Tronc commun,G2
6052,9407,2015-2016,,AA,59.0999984741,S,FSEG,Tronc commun,G3
6053,9408,2013-2014,,AA,61.7999992371,S,FSEG,Tronc commun,G1
6054,9408,2014-2015,,AA,56.2999992371,S,FSEG,Tronc commun,G2
6055,9408,2015-2016,,AA,59.4000015259,S,FSEG,Tronc commun,G3
6056,9409,2013-2014,54.7999992371,A,62.2999992371,S,FSEG,Tronc commun,G1
6057,9409,2014-2015,56.5,S,,,FSEG,Tronc commun,G2
6058,9409,2015-2016,,AA,60.7000007629,S,FSEG,Tronc commun,G3
6059,9410,2013-2014,52.5999984741,A,57.2000007629,S,FSEG,Tronc commun,G1
6060,9410,2014-2015,60.0999984741,S,,,FSEG,Tronc commun,G2
6061,9410,2015-2016,57.5,A,61.4000015259,S,FSEG,Tronc commun,G3
6062,9411,2013-2014,47.2000007629,A,59.0999984741,S,FSEG,Tronc commun,G1
6063,9411,2014-2015,,AA,56.2000007629,S,FSEG,Tronc commun,G2
6064,9411,2015-2016,,A,54.7999992371,S,FSEG,Tronc commun,G3
6065,9412,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
6066,9413,2013-2014,,AA,65.0,S,FSEG,Tronc commun,G1
6067,9413,2014-2015,57.7999992371,S,,,FSEG,Tronc commun,G2
6068,9413,2015-2016,,A,63.0,S,FSEG,Tronc commun,G3
6069,9414,2013-2014,49.2999992371,A,54.9000015259,S,FSEG,Tronc commun,G1
6070,9414,2014-2015,,AA,58.5999984741,S,FSEG,Tronc commun,G2
6071,9414,2015-2016,,ADST,60.7000007629,S,FSEG,Tronc commun,G3
6072,9415,2013-2014,46.0999984741,A,58.2000007629,S,FSEG,Tronc commun,G1
6073,9415,2014-2015,54.4000015259,A,57.4000015259,S,FSEG,Tronc commun,G2
6074,9415,2015-2016,,AA,58.4000015259,S,FSEG,Tronc commun,G3
6075,9416,2013-2014,40.2000007629,A,48.5999984741,A,FSEG,Tronc commun,G1
6076,9417,2013-2014,50.7000007629,A,57.7000007629,S,FPSE,Tronc commun,G1
6077,9417,2014-2015,,AA,57.0,S,FPSE,Sciences de l'Éducation,G2
6078,9417,2015-2016,,AA,59.9000015259,S,FPSE,Sciences de l'Éducation,G3
6079,9418,2013-2014,,AA,61.5,S,FT,Tronc commun,G1
6080,9418,2014-2015,,AA,56.7999992371,S,FT,Tronc commun,G2
6081,9418,2015-2016,63.7000007629,S,,,FT,Tronc commun,G3
6082,9419,2013-2014,,AA,,A,FD,Tronc commun,G1
6083,9420,2013-2014,,AA,55.2000007629,S,FD,Tronc commun,G1
6084,9420,2014-2015,50.7000007629,A,52.9000015259,S,FD,Tronc commun,G2
6085,9420,2015-2016,,A,56.2000007629,S,FD,Droit Public,G3
6086,9421,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
6087,9422,2013-2014,46.5999984741,A,50.7000007629,A,FSEG,Tronc commun,G1
6088,9422,2014-2015,,AA,,A,FSEG,Tronc commun,G1
6089,9423,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
6090,9424,2013-2014,,AA,,AA,FSEG,Tronc commun,G1
6091,9425,2013-2014,,AA,,A,FSDC,Tronc commun,G1
6092,9426,2013-2014,47.7999992371,A,56.2000007629,S,FSTA,Tronc commun,G0
6093,9426,2014-2015,,AA,51.2000007629,A,FSTA,Tronc commun,G1
6094,9427,2013-2014,,AA,42.0999984741,A,FD,Tronc commun,G1
6095,9428,2013-2014,,A,60.2000007629,S,FD,Droit Économique et Social,G3
6096,9428,2014-2015,,AA,59.4000015259,S,FD,Droit Économique et Social,L1
6097,9428,2015-2016,,A,57.2000007629,S,FD,Droit Économique et Social,L2
6098,9429,2013-2014,51.7999992371,A,56.7999992371,S,FD,Droit Public,L1
6099,9429,2014-2015,,A,60.5,S,FD,Droit Public,L2
6100,9430,2013-2014,64.5,ADST,64.8000030518,S,FSDC,Tronc commun,G2
6101,9430,2014-2015,,AA,66.0999984741,S,FSDC,Tronc commun,G3
6102,9430,2015-2016,,ADST,64.5,S,FSDC,Santé Communautaire,L1
6103,9431,2013-2014,,AA,57.0999984741,S,FSEG,Tronc commun,G1
6104,9431,2014-2015,,AA,54.4000015259,S,FSEG,Tronc commun,G2
6105,9431,2015-2016,,AA,59.2000007629,S,FSEG,Tronc commun,G3
6106,9432,2013-2014,,AA,50.4000015259,A,FSEG,Tronc commun,G1
6107,9432,2014-2015,,AA,56.0999984741,S,FSEG,Tronc commun,G1
6108,9432,2015-2016,,AA,47.7000007629,A,FSEG,Tronc commun,G2
6109,9433,2013-2014,,AA,67.1999969482,S,FSDC,Tronc commun,G1
6110,9433,2014-2015,,AA,,AA,FSDC,Tronc commun,G2
6111,9434,2013-2014,,AA,63.7999992371,S,FT,Tronc commun,G1
6112,9434,2014-2015,,AA,58.5999984741,S,FT,Tronc commun,G2
6113,9434,2015-2016,,AA,64.0999984741,S,FT,Tronc commun,G3
6114,9435,2013-2014,,AA,67.8000030518,S,FSEG,Microfinance et Banque,L1
6115,9435,2014-2015,,AA,59.0999984741,S,FSEG,Microfinance et Banque,L2
6116,9436,2013-2014,52.9000015259,A,57.2999992371,S,FPSE,Tronc commun,G1
6117,9437,2013-2014,54.9000015259,S,,,FSEG,Tronc commun,G1
6118,9437,2014-2015,53.9000015259,A,55.5,S,FSEG,Tronc commun,G2
6119,9437,2015-2016,,A,58.7000007629,S,FSEG,Tronc commun,G3
6120,9438,2013-2014,55.5,A,59.0999984741,S,FSDC,Tronc commun,G1
6121,9438,2014-2015,54.7999992371,A,57.9000015259,S,FSDC,Tronc commun,G2
6122,9438,2015-2016,60.0999984741,S,,,FSDC,Tronc commun,G3
6123,9439,2013-2014,,AA,57.4000015259,S,FD,Tronc commun,G1
6124,9439,2014-2015,,AA,,A,FD,Tronc commun,G2
6125,9440,2013-2014,,AA,52.0,S,FSEG,Tronc commun,G1
6126,9440,2014-2015,,AA,52.7000007629,S,FSEG,Tronc commun,G2
6127,9440,2015-2016,,AA,58.4000015259,S,FSEG,Tronc commun,G3
6128,9441,2013-2014,40.2000007629,A,52.5,A,FSEG,Tronc commun,G1
6129,9441,2014-2015,,AA,,A,FSEG,Tronc commun,G2
6130,9442,2013-2014,,AA,,A,FD,Tronc commun,G1
6131,9443,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
6132,9444,2013-2014,,AA,51.7999992371,A,FSTA,Tronc commun,G0
6133,9445,2013-2014,,AA,54.2999992371,A,FSDC,Tronc commun,G1
6134,9445,2014-2015,,AA,56.9000015259,S,FSDC,Tronc commun,G1
6135,9445,2015-2016,,AA,60.4000015259,S,FSDC,Tronc commun,G2
6136,9446,2013-2014,,AA,56.2999992371,S,FSEG,Tronc commun,G1
6137,9446,2014-2015,,AA,55.0999984741,S,FSEG,Tronc commun,G2
6138,9446,2015-2016,,AA,61.0,S,FSEG,Tronc commun,G3
6139,9447,2013-2014,56.0999984741,S,,,FSEG,Tronc commun,G1
6140,9447,2014-2015,,AA,59.9000015259,S,FSEG,Tronc commun,G2
6141,9447,2015-2016,,AA,59.4000015259,S,FSEG,Tronc commun,G3
