,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
6142,9448,2013-2014,42.5999984741,A,56.4000015259,S,FSEG,Tronc commun,G1
6143,9448,2014-2015,,AA,56.2000007629,S,FSEG,Tronc commun,G2
6144,9448,2015-2016,,AA,56.4000015259,S,FSEG,Tronc commun,G3
6145,9449,2013-2014,50.2000007629,A,57.7000007629,S,FSEG,Tronc commun,G1
6146,9449,2014-2015,54.5999984741,A,56.7999992371,S,FSEG,Tronc commun,G2
6147,9449,2015-2016,59.2000007629,A,61.7999992371,S,FSEG,Tronc commun,G3
6148,9450,2013-2014,,AA,55.7000007629,S,FD,Tronc commun,G1
6149,9450,2014-2015,,AA,51.7999992371,A,FD,Tronc commun,G2
6150,9451,2013-2014,67.5,S,,,FSDC,Tronc commun,L0
6151,9451,2014-2015,64.9000015259,S,,,FSDC,Santé et Développement Communautaires,L1
6152,9451,2015-2016,,AA,69.5999984741,S,FSDC,Santé et Développement Communautaires,L2
6153,9452,2013-2014,,AA,,A,FSDC,Tronc commun,G1
6154,9453,2013-2014,51.7000007629,A,52.9000015259,A,FD,Tronc commun,G1
6155,9454,2013-2014,46.5999984741,A,55.5,A,FSEG,Gestion Financière,L1
6156,9454,2014-2015,55.7999992371,A,62.2000007629,S,FSEG,Microfinance et Banque,L1
6157,9454,2015-2016,62.5999984741,S,,,FSEG,Microfinance et Banque,L2
6158,9455,2013-2014,,AA,,A,FSDC,Tronc commun,G1
6159,9455,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
6160,9456,2013-2014,,AA,,AA,FSTA,Tronc commun,G0
6161,9457,2013-2014,44.5,A,49.7999992371,A,FSEG,Tronc commun,G1
6162,9457,2014-2015,,AA,,A,FSEG,Tronc commun,G1
6163,9458,2013-2014,46.9000015259,A,55.0999984741,S,FSEG,Tronc commun,G1
6164,9458,2014-2015,56.7000007629,S,,,FSEG,Tronc commun,G2
6165,9458,2015-2016,,A,60.7999992371,S,FSEG,Tronc commun,G3
6166,9459,2013-2014,68.1999969482,S,,,FSEG,Tronc commun,G1
6167,9459,2014-2015,,AA,63.5999984741,S,FSEG,Tronc commun,G2
6168,9459,2015-2016,,ADSTFC,60.0,S,FSEG,Tronc commun,G3
6169,9460,2013-2014,,AA,55.0,S,FSEG,Tronc commun,G1
6170,9460,2014-2015,,AA,58.2000007629,S,FSEG,Tronc commun,G2
6171,9460,2015-2016,,AA,61.0,S,FSEG,Tronc commun,G3
6172,9461,2013-2014,56.7999992371,S,,,FSTA,Tronc commun,G0
6173,9461,2014-2015,52.5999984741,A,63.5,S,FSTA,Tronc commun,G1
6174,9461,2015-2016,,AA,55.0,S,FSTA,Génie Électrique,G2
6175,9462,2013-2014,64.9000015259,S,,,FSTA,Tronc commun,G0
